"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"63566","127.46770415","pp","fadE1 (pp) echA6","false","pp","fadE1 (pp) echA6","0.203",,"0.945","0.227",,,"0.06","0.975","0.352"
"63567","213.50026439","pp","fadE1 (pp) hadB","false","pp","fadE1 (pp) hadB","0.26",,"0.711","0.202",,,"0.061","0.821","0.06"
"63568","22.72312461","pp","fadE1 (pp) 83332.Rv0241c","false","pp","fadE1 (pp) 83332.Rv0241c","0.26",,"0.711","0.202",,,"0.061","0.821","0.06"
"63569","176.68737825","pp","fadE1 (pp) 83332.Rv0243","false","pp","fadE1 (pp) 83332.Rv0243","0.247",,"0.945","0.181",,,"0.06","0.966","0.113"
"63570","62.39622569","pp","fadE1 (pp) Rv0504c","false","pp","fadE1 (pp) Rv0504c","0.26",,"0.711","0.202",,,"0.061","0.821","0.06"
"63571","101.37966442","pp","fadE1 (pp) 83332.Rv2486","false","pp","fadE1 (pp) 83332.Rv2486","0.203",,"0.945","0.227",,,"0.06","0.964","0.057"
"63572","62.77585187","pp","fadE1 (pp) echA1","false","pp","fadE1 (pp) echA1","0.203",,"0.945","0.227",,,"0.06","0.964","0.057"
"63573","35.31753045","pp","fadE1 (pp) echA8","false","pp","fadE1 (pp) echA8","0.203",,"0.945","0.227",,,"0.06","0.964","0.057"
"63574","23.45238177","pp","fadE1 (pp) htdY","false","pp","fadE1 (pp) htdY","0.26",,"0.711","0.202",,,"0.061","0.821","0.06"
"63575","621.52958008","pp","fadE1 (pp) echA3","false","pp","fadE1 (pp) echA3","0.203","0.283","0.945","0.227",,,"0.06","0.973","0.057"
"63576","31.85940234","pp","fadE1 (pp) hadA","false","pp","fadE1 (pp) hadA","0.26",,"0.711","0.202",,,"0.061","0.821","0.06"
"63577","29.59441384","pp","fadE1 (pp) echA7","false","pp","fadE1 (pp) echA7","0.203",,"0.945","0.227",,,"0.06","0.979","0.445"
"63578","123.35537757","pp","fadE1 (pp) echA13","false","pp","fadE1 (pp) echA13","0.203",,"0.945","0.227",,,"0.06","0.965","0.076"
"63579","256.48160724","pp","fadE1 (pp) Rv3538","false","pp","fadE1 (pp) Rv3538","0.26",,"0.711","0.202",,,"0.061","0.821","0.06"
"63580","2293.5070188","pp","fadE1 (pp) fadE36","false","pp","fadE1 (pp) fadE36","0.175","0.625","0.159","0.234","0.174",,"0.115","0.824","0.063"
"63581","1886.98102696","pp","fadE1 (pp) 83332.Rv2524c","false","pp","fadE1 (pp) 83332.Rv2524c","0.26",,"0.711","0.202",,,"0.117","0.848","0.152"
"63582","50.05151304","pp","fadE1 (pp) echA9","false","pp","fadE1 (pp) echA9","0.203",,"0.945","0.227",,,"0.06","0.966","0.098"
"63583","306.87308772","pp","fadE1 (pp) echA21","false","pp","fadE1 (pp) echA21","0.203","0.179","0.945","0.227",,,"0.06","0.986","0.577"
"63584","173.86180778","pp","fadE1 (pp) hadC","false","pp","fadE1 (pp) hadC","0.26",,"0.711","0.202",,,"0.061","0.821","0.06"
"63585","3055.16303414","pp","Rv1823 (pp) Rv1825","false","pp","Rv1823 (pp) Rv1825","0.071","0.338",,,,,"0.77","0.902","0.387"
"63586","1858.30507723","pp","Rv1823 (pp) Rv1824","false","pp","Rv1823 (pp) Rv1824","0.085","0.783",,,,,"0.8","0.959","0.102"
"63587","67.46811137","pp","Rv1823 (pp) Rv1829","false","pp","Rv1823 (pp) Rv1829",,,,,,,"0.413","0.917","0.865"
"63588","448.49829899","pp","Rv1824 (pp) Rv1825","false","pp","Rv1824 (pp) Rv1825","0.072","0.784",,,,,"0.853","0.97","0.102"
"63589","6553.25709594","pp","Rv1824 (pp) fdxD","false","pp","Rv1824 (pp) fdxD",,,,,,,,"0.795","0.795"
"63590","4782.53188863","pp","Rv1825 (pp) Rv1829","false","pp","Rv1825 (pp) Rv1829","0.07",,,,,,"0.435","0.902","0.829"
"63591","2.0","pp","fgd2 (pp) fbiB","false","pp","fgd2 (pp) fbiB","0.074","0.7",,,,,"0.115","0.93","0.752"
"63592","2.0","pp","fgd2 (pp) cofC","false","pp","fgd2 (pp) cofC","0.07","0.645",,,,,"0.115","0.828","0.481"
"63593","6.0","pp","fgd2 (pp) fbiA","false","pp","fgd2 (pp) fbiA",,"0.758",,,,,"0.068","0.939","0.754"
"63594","3303.43433929","pp","furA (pp) zur","false","pp","furA (pp) zur","0.07","0.307",,,,,,"0.838","0.769"
"63595","788.69205891","pp","furA (pp) ideR","false","pp","furA (pp) ideR","0.071",,,,,,"0.085","0.788","0.771"
"63596","4436.76078526","pp","furA (pp) ahpC","false","pp","furA (pp) ahpC","0.085",,,,,,"0.11","0.841","0.821"
"63597","8298.58622744","pp","Rv0265c (pp) PPE62","false","pp","Rv0265c (pp) PPE62",,,,,,,,"0.797","0.797"
"63598","4192.65217895","pp","Rv0265c (pp) irtA","false","pp","Rv0265c (pp) irtA",,"0.194",,,,,"0.18","0.811","0.738"
"63599","2.0","pp","Rv3694c (pp) Rv3695","false","pp","Rv3694c (pp) Rv3695","0.085","0.784",,,,,"0.683","0.932",
"63600","1762.84087188","pp","relB (pp) relG","false","pp","relB (pp) relG","0.075","0.783",,,,,"0.114","0.981","0.909"
"63601","1308.69394814","pp","relB (pp) relJ","false","pp","relB (pp) relJ",,"0.15",,,,,,"0.914","0.904"
"63602","2873.30935086","pp","relB (pp) vapB11","false","pp","relB (pp) vapB11",,"0.638",,,,,"0.067","0.903","0.738"
"63603","1177.63606242","pp","Rv0569 (pp) nrdZ","false","pp","Rv0569 (pp) nrdZ","0.075",,,,,,"0.768","0.808","0.178"
"63604","688.8670584","pp","Rv0569 (pp) gcvB","false","pp","Rv0569 (pp) gcvB",,,"0.817",,,,"0.044","0.817",
"63605","2202.01947599","pp","Rv0569 (pp) korA","false","pp","Rv0569 (pp) korA",,,"0.797",,,,"0.217","0.834",
"63606","2919.98905968","pp","Rv1417 (pp) lprH","false","pp","Rv1417 (pp) lprH","0.085",,,,,,"0.765","0.776",
"63607","19299.04526502","pp","Rv1417 (pp) Rv2617c","false","pp","Rv1417 (pp) Rv2617c",,,,,,,,"0.861","0.861"
"63608","11065.35843823","pp","Rv0268c (pp) Rv0366c","false","pp","Rv0268c (pp) Rv0366c",,,,,,,"0.086","0.771","0.76"
"63609","29.87400062","pp","Rv0268c (pp) Rv0367c","false","pp","Rv0268c (pp) Rv0367c",,,,,,,,"0.861","0.861"
"63610","19.59562347","pp","Rv0268c (pp) Rv2515c","false","pp","Rv0268c (pp) Rv2515c",,,,,,,"0.089","0.869","0.862"
"63611","4.0","pp","Rv0268c (pp) Rv2514c","false","pp","Rv0268c (pp) Rv2514c",,,,,,,"0.068","0.871","0.868"
"63612","4769.94529403","pp","Rv0268c (pp) 83332.Rv2017","false","pp","Rv0268c (pp) 83332.Rv2017",,,,,,,"0.089","0.774","0.762"
"63613","6042.40118851","pp","lprH (pp) Rv3705c","false","pp","lprH (pp) Rv3705c",,,,,,,,"0.898","0.898"
"63614","157.69765711","pp","lprH (pp) lpqA","false","pp","lprH (pp) lpqA",,,,,,,,"0.865","0.865"
"63615","256.6396387","pp","vapC39 (pp) 83332.Rv2010","false","pp","vapC39 (pp) 83332.Rv2010",,"0.404",,,,,"0.048","0.915","0.863"
"63616","155.80081926","pp","vapC39 (pp) vapC20","false","pp","vapC39 (pp) vapC20",,,,,,,"0.06","0.823","0.82"
"63617","14076.8944117","pp","Rv0135c (pp) cyp138","false","pp","Rv0135c (pp) cyp138","0.085","0.438",,,,,"0.601","0.776",
"63618","9590.67447969","pp","Rv0135c (pp) Rv0275c","false","pp","Rv0135c (pp) Rv0275c",,"0.207",,,,,,"0.784","0.739"
"63619","393.89144278","pp","grcC1 (pp) Rv3377c","false","pp","grcC1 (pp) Rv3377c","0.203",,,,"0.039",,"0.083","0.82","0.774"
"63620","1137.51327145","pp","grcC1 (pp) xseB","false","pp","grcC1 (pp) xseB","0.725",,,,,,"0.083","0.772","0.172"
"63621","328.08984421","pp","grcC1 (pp) Rv1086","false","pp","grcC1 (pp) Rv1086","0.095","0.61","0.194","0.111",,,"0.068","0.945","0.814"
"63622","3839.62591396","pp","grcC1 (pp) phyA","false","pp","grcC1 (pp) phyA","0.242",,"0.597","0.226",,,"0.083","0.887","0.559"
"63623","3166.07673848","pp","Rv1895 (pp) korA","false","pp","Rv1895 (pp) korA","0.077",,"0.778",,,,"0.086","0.854","0.316"
"63624","76.74989676","pp","pmmA (pp) pmmB","false","pp","pmmA (pp) pmmB",,,"0.945",,,,,"0.993","0.889"
"63625","1113.72662068","pp","pmmA (pp) manB","false","pp","pmmA (pp) manB","0.087",,"0.994",,"0.012",,"0.087","0.995","0.174"
"63626","5738.82380696","pp","cdsA (pp) frr","false","pp","cdsA (pp) frr","0.07","0.335",,,,,"0.826","0.917","0.32"
"63627","4850.0","pp","Rv2313c (pp) Rv2315c","false","pp","Rv2313c (pp) Rv2315c","0.071",,,,,,"0.848","0.852",
"63628","8601.79776579","pp","Rv2313c (pp) Rv3651","false","pp","Rv2313c (pp) Rv3651",,"0.369",,,,,,"0.911","0.865"
"63629","1209.24511114","pp","rpe (pp) pgk","false","pp","rpe (pp) pgk","0.233","0.46",,"0.256",,,"0.163","0.867","0.566"
"63630","464.85449454","pp","rpe (pp) tpi","false","pp","rpe (pp) tpi","0.085","0.634","0.244",,,,"0.11","0.948","0.805"
"63631","3518.36844913","pp","Rv2228c (pp) cobC","false","pp","Rv2228c (pp) cobC","0.085",,"0.154",,,,"0.874","0.902","0.111"
"63632","2178.99991892","pp","Rv2228c (pp) Rv2230c","false","pp","Rv2228c (pp) Rv2230c","0.147",,,,,,"0.899","0.91",
"63633","10004.01458132","pp","Rv2228c (pp) korA","false","pp","Rv2228c (pp) korA",,,"0.836",,,,"0.217","0.874","0.101"
"63634","3934.14689571","pp","Rv2228c (pp) cobO","false","pp","Rv2228c (pp) cobO","0.068",,"0.195",,,,"0.142","0.824","0.759"
"63635","1507.38049255","pp","Rv2228c (pp) rnhB","false","pp","Rv2228c (pp) rnhB","0.197",,,"0.477",,,"0.12","0.974","0.939"
"63636","3770.52920187","pp","Rv2228c (pp) Rv2229c","false","pp","Rv2228c (pp) Rv2229c","0.085",,,,,,"0.893","0.898",
"63637","124.68975256","pp","frr (pp) infA","false","pp","frr (pp) infA","0.138","0.439",,"0.234",,,"0.044","0.803","0.531"
"63638","220.67131355","pp","frr (pp) rpmH","false","pp","frr (pp) rpmH","0.08",,,"0.993",,,"0.068","0.993",
"63639","111.54515519","pp","frr (pp) rpmJ","false","pp","frr (pp) rpmJ","0.077",,,"0.993",,,,"0.994","0.198"
"63640","117.33043386","pp","frr (pp) rpsD","false","pp","frr (pp) rpsD","0.153","0.21",,"0.994",,,"0.06","0.997","0.414"
"63641","994.96205804","pp","frr (pp) pyrH","false","pp","frr (pp) pyrH","0.337","0.157",,,,,"0.621","0.917","0.658"
"63642","231.18269237","pp","frr (pp) rpsB","false","pp","frr (pp) rpsB","0.263","0.337",,"0.994",,,"0.249","0.999","0.744"
"63643","94.72290832","pp","frr (pp) rpsM","false","pp","frr (pp) rpsM","0.321","0.312",,"0.512",,,"0.06","0.839","0.365"
"63644","141.2371567","pp","frr (pp) rpsK","false","pp","frr (pp) rpsK","0.23","0.189","0.291","0.994",,,"0.043","0.998","0.623"
"63645","121.51288956","pp","frr (pp) rpsP","false","pp","frr (pp) rpsP","0.267","0.301","0.364","0.994",,,"0.136","0.999","0.566"
"63646","1539.81649612","pp","bpoC (pp) Rv0556","false","pp","bpoC (pp) Rv0556",,"0.169",,,,,"0.738","0.773",
"63647","4137.76674005","pp","Rv0556 (pp) Rv2446c","false","pp","Rv0556 (pp) Rv2446c","0.07","0.768",,,,,,"0.775",
"63648","2354.20903603","pp","Rv0556 (pp) Rv3212","false","pp","Rv0556 (pp) Rv3212","0.07","0.783",,,,,,"0.789",
"63649","1331.04413093","pp","Rv0556 (pp) lpqU","false","pp","Rv0556 (pp) lpqU",,,,,,,,"0.865","0.865"
"63650","2600.64430149","pp","Rv0556 (pp) Rv3630","false","pp","Rv0556 (pp) Rv3630",,,,,,,,"0.862","0.862"
"63651","6256.50496528","pp","Rv2446c (pp) Rv3311","false","pp","Rv2446c (pp) Rv3311",,"0.774",,,,,,"0.774",
"63652","1776.2502206","pp","Rv2446c (pp) folC","false","pp","Rv2446c (pp) folC","0.085",,,,,,"0.874","0.88",
"63653","4215.22926386","pp","Rv2731 (pp) guaA","false","pp","Rv2731 (pp) guaA","0.077",,"0.778",,,,"0.152","0.811",
"63654","137.96814091","pp","htdY (pp) hsaA","false","pp","htdY (pp) hsaA","0.26",,"0.711","0.202",,,"0.071","0.823","0.06"
"63655","12.41412403","pp","htdY (pp) fadE28","false","pp","htdY (pp) fadE28","0.26",,"0.711","0.202",,,"0.061","0.821","0.06"
"63656","29.38046644","pp","htdY (pp) fadE34","false","pp","htdY (pp) fadE34","0.26","0.329","0.711","0.202",,,"0.061","0.875","0.06"
"63657","10.90584921","pp","htdY (pp) fadE27","false","pp","htdY (pp) fadE27","0.26",,"0.711","0.202",,,"0.088","0.827","0.06"
"63658","36.2069855","pp","htdY (pp) fadE31","false","pp","htdY (pp) fadE31","0.26","0.203","0.711","0.202",,,"0.061","0.851","0.06"
"63659","39.42838853","pp","htdY (pp) fadE32","false","pp","htdY (pp) fadE32","0.26","0.173","0.711","0.202",,,"0.061","0.846","0.06"
"63660","18.11156442","pp","htdY (pp) fadE29","false","pp","htdY (pp) fadE29","0.26","0.168","0.711","0.202",,,"0.068","0.846","0.06"
"63661","11.37265812","pp","htdY (pp) fadE26","false","pp","htdY (pp) fadE26","0.26","0.174","0.711","0.202",,,"0.068","0.847","0.06"
"63662","191.46257302","pp","htdY (pp) echA21","false","pp","htdY (pp) echA21","0.255",,"0.711","0.204",,,"0.062","0.824","0.074"
"63663","1892.90599985","pp","Rv3256c (pp) manB","false","pp","Rv3256c (pp) manB","0.085",,"0.487",,,,,"0.931","0.865"
"63664","218.30428543","pp","Rv3256c (pp) pmmA","false","pp","Rv3256c (pp) pmmA","0.071",,"0.487",,,,"0.881","0.942","0.106"
"63665","3036.59081153","pp","Rv3256c (pp) Rv3258c","false","pp","Rv3256c (pp) Rv3258c","0.07",,,,,,"0.662","0.953","0.865"
"63666","1091.55381853","pp","dapD (pp) ask","false","pp","dapD (pp) ask","0.076","0.217",,,,,"0.163","0.866","0.805"
"63667","868.84124515","pp","dapD (pp) dapA","false","pp","dapD (pp) dapA","0.321",,,,,,"0.163","0.931","0.889"
"63668","298.8466032","pp","dapD (pp) argD","false","pp","dapD (pp) argD","0.071",,"0.945",,,,"0.088","0.955","0.153"
"63669","1439.75878493","pp","dapD (pp) asd","false","pp","dapD (pp) asd","0.23",,,,,,"0.11","0.864","0.819"
"63670","526.38146751","pp","dapD (pp) alr","false","pp","dapD (pp) alr","0.267",,,,,,"0.125","0.781","0.687"
"63671","571.00198314","pp","dapD (pp) murE","false","pp","dapD (pp) murE","0.074",,,,,,,"0.807","0.801"
"63672","430.0446191","pp","dapD (pp) murC","false","pp","dapD (pp) murC",,,,,,,"0.068","0.782","0.776"
"63673","1132.93560818","pp","dapD (pp) dapE","false","pp","dapD (pp) dapE","0.085","0.319",,,,,"0.684","0.958","0.812"
"63674","2.0","pp","Rv0790c (pp) Rv0791c","false","pp","Rv0790c (pp) Rv0791c","0.085","0.175",,,,,"0.845","0.965","0.738"
"63675","2.0","pp","Rv0790c (pp) Rv0792c","false","pp","Rv0790c (pp) Rv0792c","0.07",,,,,,"0.845","0.944","0.644"
"63676","656.5300873","pp","gid (pp) rpmH","false","pp","gid (pp) rpmH","0.079",,,,,,"0.537","0.798","0.566"
"63677","3283.7715957","pp","glnA3 (pp) gltS","false","pp","glnA3 (pp) gltS","0.078",,"0.941","0.214",,,"0.068","0.96","0.153"
"63678","627.09824739","pp","glnA3 (pp) glmS","false","pp","glnA3 (pp) glmS","0.099",,"0.945",,,,"0.086","0.958","0.19"
"63679","83.60547276","pp","glnA3 (pp) glnA4","false","pp","glnA3 (pp) glnA4",,"0.249","0.909",,,,,"0.952","0.367"
"63680","485.81509319","pp","glnA3 (pp) gadB","false","pp","glnA3 (pp) gadB","0.072",,"0.945",,,,"0.068","0.951","0.107"
"63681","458.99809533","pp","glnA3 (pp) gcvT","false","pp","glnA3 (pp) gcvT","0.147",,"0.902",,,,"0.068","0.92","0.105"
"63682","1023.2167218","pp","msrA (pp) tyrS","false","pp","msrA (pp) tyrS",,,,,"0.78",,"0.113","0.811","0.11"
"63683","1059.64429015","pp","msrA (pp) argF","false","pp","msrA (pp) argF",,,,,"0.764",,"0.06","0.778","0.077"
"63684","1056.61685451","pp","msrA (pp) trxB2","false","pp","msrA (pp) trxB2","0.069",,,,,,"0.161","0.803","0.769"
"63685","1902.64971407","pp","pyrH (pp) guaA","false","pp","pyrH (pp) guaA","0.641",,,,,,,"0.932","0.819"
"63686","784.80707543","pp","pyrH (pp) nrdF2","false","pp","pyrH (pp) nrdF2",,,"0.9",,,,,"0.913","0.167"
"63687","908.31360314","pp","pyrH (pp) guaB2","false","pp","pyrH (pp) guaB2","0.182",,,,,,"0.045","0.867","0.845"
"63688","416.54280977","pp","pyrH (pp) upp","false","pp","pyrH (pp) upp","0.315","0.187","0.994",,,,,"0.998","0.566"
"63689","505.80297466","pp","pyrH (pp) nrdE","false","pp","pyrH (pp) nrdE",,,"0.9",,,,"0.068","0.924","0.252"
"63690","695.0038301","pp","Rv2229c (pp) cobC","false","pp","Rv2229c (pp) cobC","0.085",,,,,,"0.874","0.88",
"63691","384.46696803","pp","Rv2229c (pp) Rv2230c","false","pp","Rv2229c (pp) Rv2230c","0.147",,,,,,"0.896","0.934","0.32"
"63692","2.0","pp","bfrA (pp) bfrB","false","pp","bfrA (pp) bfrB",,,"0.945",,,,,"0.995","0.928"
"63693","2223.00844894","pp","bfrA (pp) ideR","false","pp","bfrA (pp) ideR",,,,,,,,"0.871","0.872"
"63694","483.3297066","pp","folC (pp) folE","false","pp","folC (pp) folE","0.206",,,,"0.465",,"0.249","0.843","0.566"
"63695","291.01645002","pp","folC (pp) ribD","false","pp","folC (pp) ribD","0.07",,,,,,,"0.903","0.9"
"63696","1915.37371657","pp","Rv1877 (pp) Rv2994","false","pp","Rv1877 (pp) Rv2994",,,"0.171","0.062",,,"0.087","0.799","0.751"
"63697","11252.18486753","pp","Rv1877 (pp) glnA3","false","pp","Rv1877 (pp) glnA3","0.07",,"0.046",,,,"0.672","0.823","0.465"
"63698","1948.82070401","pp","Rv1877 (pp) mmr","false","pp","Rv1877 (pp) mmr",,,,,,,"0.073","0.804","0.798"
"63699","2406.68142114","pp","Rv0540 (pp) Rv3631","false","pp","Rv0540 (pp) Rv3631",,,,,,,"0.069","0.866","0.862"
"63700","4921.06372496","pp","Rv0540 (pp) Rv0541c","false","pp","Rv0540 (pp) Rv0541c","0.07","0.781",,,,,"0.249","0.983","0.905"
"63701","162.63475715","pp","pncB2 (pp) nudC","false","pp","pncB2 (pp) nudC","0.079",,"0.728",,,,"0.087","0.803","0.243"
"63702","6564.19489619","pp","pncB2 (pp) Rv0574c","false","pp","pncB2 (pp) Rv0574c","0.085","0.339",,,,,"0.851","0.902",
"63703","406.02628848","pp","nadD (pp) 83332.Rv0573c","false","pp","nadD (pp) 83332.Rv0573c","0.073",,"0.728",,,,"0.11","0.826","0.319"
"63704","2024.69369811","pp","cinA (pp) 83332.Rv0573c","false","pp","cinA (pp) 83332.Rv0573c","0.074",,"0.824",,,,"0.224","0.942","0.597"
"63705","1590.16342887","pp","pncB2 (pp) nadC","false","pp","pncB2 (pp) nadC","0.079",,"0.728","0.238",,,"0.068","0.856","0.319"
"63706","2027.95815163","pp","manA (pp) manB","false","pp","manA (pp) manB","0.218",,"0.487","0.176",,,"0.151","0.893","0.679"
"63707","320.02413167","pp","manA (pp) pmmA","false","pp","manA (pp) pmmA","0.085",,"0.994",,,,"0.874","0.999","0.311"
"63708","1813.40918847","pp","manA (pp) 83332.Rv3258c","false","pp","manA (pp) 83332.Rv3258c","0.07",,,,,,"0.662","0.88","0.651"
"63709","2288.06983406","pp","manA (pp) 83332.Rv3436c","false","pp","manA (pp) 83332.Rv3436c","0.234",,"0.945",,,,"0.044","0.961","0.151"
"63710","537.23890763","pp","manA (pp) Rv3256c","false","pp","manA (pp) Rv3256c","0.085",,"0.487",,,,"0.874","0.99","0.865"
"63711","314.22800962","pp","manA (pp) pmmB","false","pp","manA (pp) pmmB","0.072",,"0.994",,,,"0.088","0.995","0.219"
"63712","4850.0","pp","Rv0571c (pp) rtcB","false","pp","Rv0571c (pp) rtcB","0.074","0.188",,,,,"0.133","0.816","0.752"
"63713","4850.0","pp","parA (pp) gid","false","pp","parA (pp) gid","0.085",,,,,,"0.874","0.9","0.199"
"63714","4.0","pp","Rv2714 (pp) TB9.4","false","pp","Rv2714 (pp) TB9.4","0.07","0.291",,,,,,"0.823","0.754"
"63715","292.80244518","pp","Rv0539 (pp) Rv0540","false","pp","Rv0539 (pp) Rv0540",,"0.779",,,"0.731",,"0.874","0.991",
"63716","4557.19755482","pp","Rv0539 (pp) Rv0541c","false","pp","Rv0539 (pp) Rv0541c",,"0.772",,,,,"0.249","0.821",
"63717","1597.64513819","pp","sigB (pp) rsbW","false","pp","sigB (pp) rsbW","0.084",,,,,,"0.049","0.837","0.828"
"63718","3065.72311754","pp","sigB (pp) sigM","false","pp","sigB (pp) sigM","0.07",,,"0.072",,,"0.044","0.797","0.784"
"63719","6111.27845007","pp","sigB (pp) ideR","false","pp","sigB (pp) ideR","0.07",,,,,,"0.552","0.822","0.608"
"63720","9080.125688","pp","sigB (pp) 83332.Rv0182c","false","pp","sigB (pp) 83332.Rv0182c","0.07",,,"0.072",,,"0.048","0.791","0.777"
"63721","2223.00844894","pp","ideR (pp) bfrB","false","pp","ideR (pp) bfrB",,,,,,,"0.068","0.88","0.877"
"63722","4850.0","pp","PE_PGRS6 (pp) Rv1937","false","pp","PE_PGRS6 (pp) Rv1937","0.074",,"0.195","0.053",,,"0.068","0.815","0.763"
"63723","4850.0","pp","Rv0572c (pp) Rv2003c","false","pp","Rv0572c (pp) Rv2003c",,,,,,,,"0.822","0.822"
"63724","859.84155673","pp","apa (pp) mmpS3","false","pp","apa (pp) mmpS3",,"0.783",,,,,,"0.783",
"63725","3561.53535685","pp","apa (pp) Rv3705c","false","pp","apa (pp) Rv3705c",,"0.772",,,,,,"0.777","0.063"
"63726","4253.5262892","pp","apa (pp) Rv3354","false","pp","apa (pp) Rv3354",,"0.767",,,,,,"0.88","0.509"
"63727","11241.72718166","pp","apa (pp) esxB","false","pp","apa (pp) esxB",,"0.235",,,,,,"0.802","0.752"
"63728","533.13566634","pp","apa (pp) 83332.Rv1926c","false","pp","apa (pp) 83332.Rv1926c",,"0.656",,,,,,"0.938","0.829"
"63729","1151.73067834","pp","apa (pp) 83332.Rv3810","false","pp","apa (pp) 83332.Rv3810",,"0.781",,,,,,"0.834","0.275"
"63730","1102.44069782","pp","apa (pp) lucA","false","pp","apa (pp) lucA",,"0.779",,,,,,"0.779",
"63731","3264.43438992","pp","apa (pp) Rv1891","false","pp","apa (pp) Rv1891",,"0.771",,,,,,"0.771",
"63732","2816.24625194","pp","apa (pp) 83332.Rv3763","false","pp","apa (pp) 83332.Rv3763",,"0.464",,,,,,"0.861","0.753"
"63733","99.89597815","pp","adhA (pp) adhC","false","pp","adhA (pp) adhC",,"0.274","0.767",,,,,"0.823",
"63734","288.32611386","pp","adhA (pp) alkB","false","pp","adhA (pp) alkB",,,"0.945",,,,"0.042","0.945",
"63735","1100.556541","pp","adhA (pp) aldC","false","pp","adhA (pp) aldC","0.086",,"0.843","0.102",,,"0.068","0.873","0.111"
"63736","9.48872664","pp","pstC2 (pp) pstC1","false","pp","pstC2 (pp) pstC1",,"0.236","0.886",,,,,"0.919","0.149"
"63737","9.33759137","pp","pstC2 (pp) pstB","false","pp","pstC2 (pp) pstB","0.256","0.759","0.885",,,,"0.086","0.983","0.248"
"63738","3024.68295865","pp","pstC2 (pp) pstS2","false","pp","pstC2 (pp) pstS2","0.583","0.769","0.855",,"0.017",,"0.114","0.991","0.407"
"63739","1986.6786858","pp","pstC2 (pp) pstS1","false","pp","pstC2 (pp) pstS1","0.583","0.743","0.46",,"0.042",,"0.076","0.955","0.299"
"63740","2.0","pp","pstC2 (pp) pstA2","false","pp","pstC2 (pp) pstA2","0.701","0.344","0.885",,"0.657",,"0.086","0.992","0.182"
"63741","845.26653075","pp","pstC2 (pp) phoY1","false","pp","pstC2 (pp) phoY1","0.157","0.682",,,,,"0.115","0.785","0.203"
"63742","2286.27514388","pp","mazE6 (pp) mazF6","false","pp","mazE6 (pp) mazF6",,,,"0.262",,,"0.85","0.985","0.88"
"63743","3.0","pp","mazE6 (pp) mazE9","false","pp","mazE6 (pp) mazE9",,,,,,,,"0.865","0.865"
"63744","912.75573012","pp","pstS3 (pp) pstC1","false","pp","pstS3 (pp) pstC1","0.583","0.711","0.446",,"0.02",,"0.076","0.983","0.767"
"63745","2064.51179927","pp","pstS3 (pp) pstS1","false","pp","pstS3 (pp) pstS1",,"0.31","0.572",,,,,"0.788","0.341"
"63746","942.51683774","pp","pstS3 (pp) pstA2","false","pp","pstS3 (pp) pstA2","0.408","0.621","0.446",,"0.024",,"0.076","0.933","0.509"
"63747","942.51683774","pp","pstS3 (pp) pstC2","false","pp","pstS3 (pp) pstC2","0.583","0.773","0.945",,"0.02",,"0.835","0.999","0.81"
"63748","971.52855642","pp","pstS3 (pp) pstB","false","pp","pstS3 (pp) pstB","0.267","0.237","0.446",,,,"0.076","0.852","0.563"
"63749","8603.21901387","pp","PPE10 (pp) Rv3090","false","pp","PPE10 (pp) Rv3090","0.071","0.767",,,,,,"0.774",
"63750","1074.98825202","pp","PPE10 (pp) PE12","false","pp","PPE10 (pp) PE12",,"0.776","0.072",,,,,"0.783",
"63751","4850.0","pp","Rv1773c (pp) Rv1775","false","pp","Rv1773c (pp) Rv1775","0.085","0.49",,,,,"0.611","0.803",
"63752","2.0","pp","Rv0791c (pp) Rv0792c","false","pp","Rv0791c (pp) Rv0792c","0.085",,,,,,"0.849","0.96","0.732"
"63753","2287.27514388","pp","mazF6 (pp) mazE9","false","pp","mazF6 (pp) mazE9",,"0.361",,,,,"0.068","0.91","0.862"
"63754","12.0","pp","Rv0918 (pp) Rv3188","false","pp","Rv0918 (pp) Rv3188",,,,,,,,"0.861","0.861"
"63755","2427.0","pp","Rv0918 (pp) Rv3189","false","pp","Rv0918 (pp) Rv3189",,,,,,,,"0.792","0.792"
"63756","4844.0","pp","Rv0918 (pp) Rv1989c","false","pp","Rv0918 (pp) Rv1989c",,,,,,,,"0.828","0.828"
"63757","4850.0","pp","Rv0918 (pp) Rv0919","false","pp","Rv0918 (pp) Rv0919","0.083","0.761",,"0.241",,,"0.859","0.973",
"63758","16919.0","pp","Rv0918 (pp) Rv2035","false","pp","Rv0918 (pp) Rv2035",,,,,,,,"0.796","0.796"
"63759","926.94777447","pp","Rv0912 (pp) Rv1591","false","pp","Rv0912 (pp) Rv1591",,"0.775",,,,,,"0.775",
"63760","1847.75176178","pp","Rv0912 (pp) Rv3354","false","pp","Rv0912 (pp) Rv3354",,"0.782",,,,,,"0.782",
"63761","1566.94674856","pp","Rv0912 (pp) lprE","false","pp","Rv0912 (pp) lprE",,"0.781",,,,,,"0.781",
"63762","1414.16918805","pp","Rv0912 (pp) Rv3705c","false","pp","Rv0912 (pp) Rv3705c",,"0.77",,,,,,"0.77",
