"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"32665","67.74122994988484","pp","208964.PA2741 (pp) 208964.PA4265","false","pp","208964.PA2741 (pp) 208964.PA4265","0.365","0.276",,"0.527",,"0.046","0.825","0.288"
"32666","337.6781816239393","pp","208964.PA2741 (pp) 208964.PA3637","false","pp","208964.PA2741 (pp) 208964.PA3637","0.176",,,,,"0.048","0.932","0.92"
"32667","44.99281478969411","pp","208964.PA2741 (pp) 208964.PA2742","false","pp","208964.PA2741 (pp) 208964.PA2742","0.764",,"0.649","0.941",,"0.075","0.999","0.796"
"32668","21.65136075469044","pp","208964.PA2741 (pp) 208964.PA3653","false","pp","208964.PA2741 (pp) 208964.PA3653","0.281","0.754","0.376","0.793",,"0.085","0.999","0.975"
"32669","53.91916948255581","pp","208964.PA2741 (pp) 208964.PA3655","false","pp","208964.PA2741 (pp) 208964.PA3655","0.611","0.656",,,,"0.042","0.996","0.975"
"32670","12.579089404789283","pp","208964.PA2741 (pp) 208964.PA2743","false","pp","208964.PA2741 (pp) 208964.PA2743","0.455","0.661",,"0.192",,"0.599","0.989","0.846"
"32671","96.76255417494525","pp","208964.PA2741 (pp) 208964.PA3656","false","pp","208964.PA2741 (pp) 208964.PA3656","0.664","0.539",,"0.999",,"0.067","0.999","0.975"
"32672","60.18717288195365","pp","208964.PA2741 (pp) 208964.PA3701","false","pp","208964.PA2741 (pp) 208964.PA3701","0.196","0.488","0.321","0.434",,"0.049","0.875","0.324"
"32673","9.726412514899252","pp","208964.PA2741 (pp) 208964.PA3742","false","pp","208964.PA2741 (pp) 208964.PA3742","0.134","0.748","0.78","0.8",,"0.095","0.998","0.842"
"32674","21.857637655749496","pp","208964.PA2741 (pp) 208964.PA3745","false","pp","208964.PA2741 (pp) 208964.PA3745","0.853","0.448","0.376","0.993",,"0.057","0.999","0.646"
"32675","318.70588610145666","pp","208964.PA2741 (pp) 208964.PA4269","false","pp","208964.PA2741 (pp) 208964.PA4269","0.478","0.292",,"0.504",,"0.056","0.932","0.668"
"32676","181.33745402118106","pp","208964.PA2741 (pp) 208964.PA2851","false","pp","208964.PA2741 (pp) 208964.PA2851","0.319","0.221",,"0.71",,"0.095","0.872","0.224"
"32677","34.824757318430414","pp","208964.PA2741 (pp) 208964.PA2970","false","pp","208964.PA2741 (pp) 208964.PA2970","0.731",,"0.78","0.8",,"0.069","0.991","0.277"
"32678","399.0472833253932","pp","208964.PA2741 (pp) 208964.PA4270","false","pp","208964.PA2741 (pp) 208964.PA4270","0.388","0.469",,"0.504",,"0.054","0.973","0.851"
"32679","311.26297853832256","pp","208964.PA2741 (pp) 208964.PA4005","false","pp","208964.PA2741 (pp) 208964.PA4005","0.478","0.323",,"0.66",,"0.214","0.924","0.319"
"32680","17.06188696007845","pp","208964.PA2741 (pp) 208964.PA4271","false","pp","208964.PA2741 (pp) 208964.PA4271","0.631","0.581","0.649","0.504",,"0.049","0.995","0.842"
"32681","19.349579704786084","pp","208964.PA2741 (pp) 208964.PA4237","false","pp","208964.PA2741 (pp) 208964.PA4237","0.516","0.164","0.649","0.941",,"0.066","0.993","0.255"
"32682","25.028515822538715","pp","208964.PA2741 (pp) 208964.PA4272","false","pp","208964.PA2741 (pp) 208964.PA4272","0.513","0.267","0.649","0.999",,,"0.999","0.792"
"32683","297.5525254961678","pp","208964.PA2741 (pp) 208964.PA4238","false","pp","208964.PA2741 (pp) 208964.PA4238","0.565","0.438",,"0.504",,"0.066","0.928","0.464"
"32684","53.53697073101216","pp","208964.PA2741 (pp) 208964.PA4273","false","pp","208964.PA2741 (pp) 208964.PA4273","0.758","0.542","0.78","0.996",,"0.048","0.999","0.974"
"32685","40.571333620798576","pp","208964.PA2741 (pp) 208964.PA4239","false","pp","208964.PA2741 (pp) 208964.PA4239","0.432","0.484",,"0.996",,"0.067","0.999","0.78"
"32686","25.76660805668137","pp","208964.PA2741 (pp) 208964.PA4240","false","pp","208964.PA2741 (pp) 208964.PA4240","0.417","0.43","0.355","0.941",,"0.066","0.998","0.846"
"32687","15.910004202687743","pp","208964.PA2741 (pp) 208964.PA4274","false","pp","208964.PA2741 (pp) 208964.PA4274","0.677","0.255","0.78","0.996",,,"0.999","0.94"
"32688","43.46532816580109","pp","208964.PA2741 (pp) 208964.PA4241","false","pp","208964.PA2741 (pp) 208964.PA4241","0.512","0.314",,"0.999",,"0.066","0.999","0.975"
"32689","29.158436165094","pp","208964.PA2741 (pp) 208964.PA4741","false","pp","208964.PA2741 (pp) 208964.PA4741","0.325","0.35",,"0.941",,"0.109","0.986","0.487"
"32690","48.815394244694815","pp","208964.PA2741 (pp) 208964.PA4275","false","pp","208964.PA2741 (pp) 208964.PA4275","0.349","0.291",,"0.504",,"0.048","0.792","0.192"
"32691","36.387463798636084","pp","208964.PA2741 (pp) 208964.PA4768","false","pp","208964.PA2741 (pp) 208964.PA4768","0.11","0.517",,"0.71",,"0.048","0.978","0.844"
"32692","64.79803112985971","pp","208964.PA2741 (pp) 208964.PA4242","false","pp","208964.PA2741 (pp) 208964.PA4242","0.344",,"0.313","0.852",,,"0.948","0.316"
"32693","343.03801135486725","pp","208964.PA2741 (pp) 208964.PA4403","false","pp","208964.PA2741 (pp) 208964.PA4403",,"0.738",,"0.504",,,"0.881","0.159"
"32694","165.01712288504157","pp","208964.PA2741 (pp) 208964.PA4243","false","pp","208964.PA2741 (pp) 208964.PA4243","0.401","0.57",,"0.504",,"0.05","0.882","0.175"
"32695","18.52320412610854","pp","208964.PA2741 (pp) 208964.PA4244","false","pp","208964.PA2741 (pp) 208964.PA4244","0.455","0.548","0.649","0.993",,"0.049","0.999","0.645"
"32696","27.76905852145232","pp","208964.PA2741 (pp) 208964.PA4245","false","pp","208964.PA2741 (pp) 208964.PA4245","0.489",,"0.649","0.8",,,"0.969","0.243"
"32697","35.42623387663685","pp","208964.PA2741 (pp) 208964.PA4246","false","pp","208964.PA2741 (pp) 208964.PA4246","0.544","0.5","0.355","0.999",,"0.049","0.999","0.975"
"32698","28.754085221918416","pp","208964.PA2741 (pp) 208964.PA4247","false","pp","208964.PA2741 (pp) 208964.PA4247","0.209","0.632","0.649","0.941",,"0.049","0.995","0.294"
"32699","69.210656018848","pp","208964.PA2741 (pp) 208964.PA4932","false","pp","208964.PA2741 (pp) 208964.PA4932","0.086","0.294","0.78","0.8",,"0.068","0.994","0.819"
"32700","23.322389591061395","pp","208964.PA2741 (pp) 208964.PA4934","false","pp","208964.PA2741 (pp) 208964.PA4934","0.599","0.549",,"0.941",,"0.085","0.996","0.636"
"32701","14.676706100464505","pp","208964.PA2741 (pp) 208964.PA4432","false","pp","208964.PA2741 (pp) 208964.PA4432","0.561","0.295","0.376","0.941",,"0.075","0.998","0.844"
"32702","65.08876533381786","pp","208964.PA2741 (pp) 208964.PA4935","false","pp","208964.PA2741 (pp) 208964.PA4935","0.544",,"0.376","0.8",,"0.085","0.964","0.42"
"32703","66.75201911294509","pp","208964.PA2741 (pp) 208964.PA5049","false","pp","208964.PA2741 (pp) 208964.PA5049","0.111","0.179","0.649","0.852",,"0.049","0.961","0.133"
"32704","40.895723281743635","pp","208964.PA2741 (pp) 208964.PA4248","false","pp","208964.PA2741 (pp) 208964.PA4248","0.509","0.224","0.649","0.996",,"0.049","0.999","0.975"
"32705","71.40571606371742","pp","208964.PA2741 (pp) 208964.PA4249","false","pp","208964.PA2741 (pp) 208964.PA4249","0.357","0.404",,"0.993",,"0.049","0.998","0.354"
"32706","29.815585485935085","pp","208964.PA2741 (pp) 208964.PA4250","false","pp","208964.PA2741 (pp) 208964.PA4250","0.379",,"0.355","0.941",,"0.049","0.988","0.556"
"32707","55.87446137741537","pp","208964.PA2741 (pp) 208964.PA4251","false","pp","208964.PA2741 (pp) 208964.PA4251","0.581","0.472","0.649","0.996",,"0.049","0.999","0.975"
"32708","31.318550401695973","pp","208964.PA2741 (pp) 208964.PA4252","false","pp","208964.PA2741 (pp) 208964.PA4252","0.405","0.435","0.649","0.993",,"0.049","0.999","0.633"
"32709","16.239855112974258","pp","208964.PA2741 (pp) 208964.PA4433","false","pp","208964.PA2741 (pp) 208964.PA4433","0.744","0.652","0.78","0.995",,"0.075","0.999","0.976"
"32710","24.806344183154728","pp","208964.PA2741 (pp) 208964.PA4253","false","pp","208964.PA2741 (pp) 208964.PA4253","0.458","0.358","0.649","0.941",,"0.049","0.999","0.862"
"32711","27.881182869068557","pp","208964.PA2741 (pp) 208964.PA4254","false","pp","208964.PA2741 (pp) 208964.PA4254","0.406","0.527",,"0.941",,"0.049","0.995","0.728"
"32712","28.34812432427886","pp","208964.PA2741 (pp) 208964.PA4255","false","pp","208964.PA2741 (pp) 208964.PA4255","0.283",,"0.649","0.504",,"0.049","0.923","0.451"
"32713","24.345580265275235","pp","208964.PA2741 (pp) 208964.PA5315","false","pp","208964.PA2741 (pp) 208964.PA5315","0.343",,"0.649","0.941",,"0.057","0.989","0.271"
"32714","28.714039693063683","pp","208964.PA2741 (pp) 208964.PA5316","false","pp","208964.PA2741 (pp) 208964.PA5316","0.271",,"0.649","0.941",,"0.081","0.987","0.222"
"32715","111.61239807805988","pp","208964.PA2741 (pp) 208964.PA4463","false","pp","208964.PA2741 (pp) 208964.PA4463",,,,"0.996",,"0.051","0.996",
"32716","60.33035316630166","pp","208964.PA2741 (pp) 208964.PA5570","false","pp","208964.PA2741 (pp) 208964.PA5570","0.475",,"0.649","0.941",,"0.084","0.989","0.1"
"32717","28.96566150649754","pp","208964.PA2741 (pp) 208964.PA4256","false","pp","208964.PA2741 (pp) 208964.PA4256","0.548","0.386","0.78","0.996",,"0.049","0.999","0.975"
"32718","38.593502355703635","pp","208964.PA2741 (pp) 208964.PA4257","false","pp","208964.PA2741 (pp) 208964.PA4257","0.564","0.576",,"0.999",,"0.049","0.999","0.971"
"32719","24.746676208174996","pp","208964.PA2741 (pp) 208964.PA4258","false","pp","208964.PA2741 (pp) 208964.PA4258","0.435","0.709","0.649","0.941",,"0.049","0.999","0.699"
"32720","42.029110587138","pp","208964.PA2741 (pp) 208964.PA4563","false","pp","208964.PA2741 (pp) 208964.PA4563","0.201",,,"0.993",,,"0.998","0.646"
"32721","98.4009995804212","pp","208964.PA2741 (pp) 208964.PA4566","false","pp","208964.PA2741 (pp) 208964.PA4566","0.228","0.732",,"0.122",,"0.049","0.837","0.203"
"32722","26.152679476972395","pp","208964.PA2741 (pp) 208964.PA4259","false","pp","208964.PA2741 (pp) 208964.PA4259","0.324","0.242",,"0.941",,"0.049","0.995","0.843"
"32723","46.95827672465981","pp","208964.PA2741 (pp) 208964.PA4260","false","pp","208964.PA2741 (pp) 208964.PA4260","0.579","0.255","0.78","0.999",,"0.05","0.999","0.942"
"32724","14.430831117017263","pp","208964.PA2741 (pp) 208964.PA4567","false","pp","208964.PA2741 (pp) 208964.PA4567","0.775","0.625","0.649","0.993",,"0.054","0.999","0.843"
"32725","29.330512017743057","pp","208964.PA2741 (pp) 208964.PA4261","false","pp","208964.PA2741 (pp) 208964.PA4261","0.257","0.167","0.649","0.993",,"0.066","0.999","0.371"
"32726","51.56200863623264","pp","208964.PA2741 (pp) 208964.PA4568","false","pp","208964.PA2741 (pp) 208964.PA4568","0.827","0.573","0.649","0.963",,"0.055","0.999","0.817"
"32727","27.44262360768377","pp","208964.PA2741 (pp) 208964.PA4262","false","pp","208964.PA2741 (pp) 208964.PA4262","0.549","0.552","0.78","0.999",,"0.066","0.999","0.975"
"32728","233.98630168353","pp","208964.PA2741 (pp) 208964.PA4665","false","pp","208964.PA2741 (pp) 208964.PA4665","0.257","0.725","0.224","0.657",,"0.085","0.961","0.36"
"32729","30.342908385076765","pp","208964.PA2741 (pp) 208964.PA4263","false","pp","208964.PA2741 (pp) 208964.PA4263","0.63","0.436","0.78","0.996",,"0.066","0.999","0.975"
"32730","26.131328755186672","pp","208964.PA2741 (pp) 208964.PA4264","false","pp","208964.PA2741 (pp) 208964.PA4264","0.377","0.433","0.355","0.941",,"0.068","0.998","0.846"
"32731","65.52107355919651","pp","208964.PA2741 (pp) 208964.PA4671","false","pp","208964.PA2741 (pp) 208964.PA4671","0.29",,"0.649","0.8",,"0.075","0.955","0.179"
"32732","25.9494592039862","pp","208964.PA2741 (pp) 208964.PA4266","false","pp","208964.PA2741 (pp) 208964.PA4266","0.279","0.687","0.217","0.419",,"0.042","0.923","0.365"
"32733","38.31874841684276","pp","208964.PA2741 (pp) 208964.PA4267","false","pp","208964.PA2741 (pp) 208964.PA4267","0.657","0.649","0.376","0.999",,"0.052","0.999","0.698"
"32734","73.43009826900685","pp","208964.PA2741 (pp) 208964.PA4268","false","pp","208964.PA2741 (pp) 208964.PA4268","0.524","0.226","0.376","0.941",,"0.066","0.988","0.227"
"32735","102.53366759766271","pp","208964.PA2743 (pp) 208964.PA2744","false","pp","208964.PA2743 (pp) 208964.PA2744","0.393",,,,,"0.061","0.821","0.711"
"32736","141.76553703130833","pp","208964.PA2743 (pp) 208964.PA2851","false","pp","208964.PA2743 (pp) 208964.PA2851","0.337","0.245",,,,"0.076","0.792","0.604"
"32737","292.43898208643077","pp","208964.PA2743 (pp) 208964.PA3637","false","pp","208964.PA2743 (pp) 208964.PA3637","0.176",,,,,"0.048","0.928","0.916"
"32738","16.939005812975836","pp","208964.PA2743 (pp) 208964.PA3653","false","pp","208964.PA2743 (pp) 208964.PA3653","0.46","0.666",,,,"0.086","0.995","0.975"
"32739","44.30970391465523","pp","208964.PA2743 (pp) 208964.PA3655","false","pp","208964.PA2743 (pp) 208964.PA3655","0.711","0.363",,"0.126",,"0.044","0.996","0.976"
"32740","87.46703475069978","pp","208964.PA2743 (pp) 208964.PA3656","false","pp","208964.PA2743 (pp) 208964.PA3656","0.62","0.484","0.398","0.823",,"0.066","0.999","0.941"
"32741","11.184825129881883","pp","208964.PA2743 (pp) 208964.PA3742","false","pp","208964.PA2743 (pp) 208964.PA3742","0.45","0.702",,"0.189",,"0.109","0.975","0.824"
"32742","16.337225565274384","pp","208964.PA2743 (pp) 208964.PA3745","false","pp","208964.PA2743 (pp) 208964.PA3745","0.396","0.345","0.399","0.66",,"0.081","0.93","0.231"
"32743","22.13035151177771","pp","208964.PA2743 (pp) 208964.PA4237","false","pp","208964.PA2743 (pp) 208964.PA4237","0.648","0.273",,,,"0.064","0.786","0.211"
"32744","197.3892823061867","pp","208964.PA2743 (pp) 208964.PA4238","false","pp","208964.PA2743 (pp) 208964.PA4238","0.481","0.574",,,,,"0.946","0.777"
"32745","34.05792302223649","pp","208964.PA2743 (pp) 208964.PA4267","false","pp","208964.PA2743 (pp) 208964.PA4267","0.693","0.425","0.398","0.998",,,"0.999","0.501"
"32746","70.02979748053119","pp","208964.PA2743 (pp) 208964.PA4268","false","pp","208964.PA2743 (pp) 208964.PA4268","0.795","0.162","0.396","0.823",,"0.043","0.989","0.49"
"32747","216.3734878776853","pp","208964.PA2743 (pp) 208964.PA4269","false","pp","208964.PA2743 (pp) 208964.PA4269","0.279","0.373",,,,"0.059","0.858","0.705"
"32748","35.635427653961294","pp","208964.PA2743 (pp) 208964.PA4239","false","pp","208964.PA2743 (pp) 208964.PA4239","0.537","0.285",,"0.509",,"0.047","0.847","0.162"
"32749","21.0931162876474","pp","208964.PA2743 (pp) 208964.PA4240","false","pp","208964.PA2743 (pp) 208964.PA4240","0.765","0.262","0.398","0.962",,"0.044","0.999","0.941"
"32750","274.48625479020274","pp","208964.PA2743 (pp) 208964.PA4270","false","pp","208964.PA2743 (pp) 208964.PA4270","0.448","0.524",,,,"0.056","0.944","0.802"
"32751","11.459584776273775","pp","208964.PA2743 (pp) 208964.PA4271","false","pp","208964.PA2743 (pp) 208964.PA4271","0.293","0.494",,"0.123",,"0.049","0.909","0.741"
"32752","37.65442919282777","pp","208964.PA2743 (pp) 208964.PA4241","false","pp","208964.PA2743 (pp) 208964.PA4241","0.773","0.368",,"0.933",,"0.045","0.999","0.949"
"32753","167.70735945286634","pp","208964.PA2743 (pp) 208964.PA4243","false","pp","208964.PA2743 (pp) 208964.PA4243","0.59","0.683",,,,"0.047","0.905","0.325"
"32754","16.014678350203145","pp","208964.PA2743 (pp) 208964.PA4244","false","pp","208964.PA2743 (pp) 208964.PA4244","0.603","0.311",,"0.192",,,"0.849","0.398"
"32755","46.71522992361868","pp","208964.PA2743 (pp) 208964.PA4273","false","pp","208964.PA2743 (pp) 208964.PA4273","0.588","0.601",,"0.271",,"0.049","0.989","0.918"
"32756","10.550761760885326","pp","208964.PA2743 (pp) 208964.PA4274","false","pp","208964.PA2743 (pp) 208964.PA4274","0.617","0.244",,"0.191",,"0.049","0.978","0.917"
"32757","30.651055348883062","pp","208964.PA2743 (pp) 208964.PA4246","false","pp","208964.PA2743 (pp) 208964.PA4246","0.663","0.388","0.398","0.823",,"0.042","0.999","0.949"
"32758","37.577124871836844","pp","208964.PA2743 (pp) 208964.PA4248","false","pp","208964.PA2743 (pp) 208964.PA4248","0.555","0.357",,,,"0.042","0.982","0.941"
"32759","33.478379581476965","pp","208964.PA2743 (pp) 208964.PA4275","false","pp","208964.PA2743 (pp) 208964.PA4275","0.412","0.319",,,,"0.048","0.784","0.501"
"32760","265.68336873897476","pp","208964.PA2743 (pp) 208964.PA4403","false","pp","208964.PA2743 (pp) 208964.PA4403","0.234","0.755",,"0.19",,,"0.856","0.163"
"32761","63.96016836513797","pp","208964.PA2743 (pp) 208964.PA4249","false","pp","208964.PA2743 (pp) 208964.PA4249","0.578","0.406",,"0.712",,"0.042","0.933","0.178"
"32762","22.27210377774719","pp","208964.PA2743 (pp) 208964.PA4250","false","pp","208964.PA2743 (pp) 208964.PA4250","0.154",,"0.398","0.659",,"0.042","0.855","0.263"
"32763","72.8706585437604","pp","208964.PA2743 (pp) 208964.PA4251","false","pp","208964.PA2743 (pp) 208964.PA4251","0.489","0.548",,"0.191",,"0.042","0.989","0.949"
"32764","22.890057472573222","pp","208964.PA2743 (pp) 208964.PA4253","false","pp","208964.PA2743 (pp) 208964.PA4253","0.632","0.351",,,,"0.042","0.987","0.949"
"32765","18.299747728417998","pp","208964.PA2743 (pp) 208964.PA4254","false","pp","208964.PA2743 (pp) 208964.PA4254","0.339","0.436",,"0.44",,"0.043","0.806","0.178"
"32766","22.31883332037158","pp","208964.PA2743 (pp) 208964.PA4256","false","pp","208964.PA2743 (pp) 208964.PA4256","0.572","0.464",,"0.189",,"0.043","0.989","0.949"
"32767","8.978509578463774","pp","208964.PA2743 (pp) 208964.PA4432","false","pp","208964.PA2743 (pp) 208964.PA4432","0.701","0.235","0.399","0.829",,"0.073","0.999","0.949"
"32768","16.158825586081804","pp","208964.PA2743 (pp) 208964.PA4433","false","pp","208964.PA2743 (pp) 208964.PA4433","0.693","0.534",,"0.126",,"0.073","0.995","0.961"
"32769","15.215254114980556","pp","208964.PA2743 (pp) 208964.PA4567","false","pp","208964.PA2743 (pp) 208964.PA4567","0.401","0.355",,,,"0.055","0.937","0.847"
"32770","195.21335464861906","pp","208964.PA2743 (pp) 208964.PA4665","false","pp","208964.PA2743 (pp) 208964.PA4665","0.26","0.417",,"0.206",,"0.089","0.84","0.566"
"32771","32.71317418332069","pp","208964.PA2743 (pp) 208964.PA4257","false","pp","208964.PA2743 (pp) 208964.PA4257","0.419","0.635",,"0.712",,"0.044","0.996","0.941"
"32772","23.17696310406645","pp","208964.PA2743 (pp) 208964.PA4258","false","pp","208964.PA2743 (pp) 208964.PA4258","0.231","0.642",,"0.125",,"0.045","0.833","0.387"
"32773","19.4470038200121","pp","208964.PA2743 (pp) 208964.PA4259","false","pp","208964.PA2743 (pp) 208964.PA4259","0.232","0.243",,"0.439",,"0.046","0.943","0.846"
"32774","52.164468741930115","pp","208964.PA2743 (pp) 208964.PA4260","false","pp","208964.PA2743 (pp) 208964.PA4260","0.565","0.278",,"0.193",,"0.047","0.983","0.939"
"32775","27.11248086700443","pp","208964.PA2743 (pp) 208964.PA4262","false","pp","208964.PA2743 (pp) 208964.PA4262","0.506","0.363",,"0.192",,"0.047","0.983","0.942"
"32776","20.722192625935254","pp","208964.PA2743 (pp) 208964.PA4741","false","pp","208964.PA2743 (pp) 208964.PA4741","0.178","0.384","0.398","0.658",,"0.088","0.91","0.229"
"32777","238.25355689396258","pp","208964.PA2743 (pp) 208964.PA4744","false","pp","208964.PA2743 (pp) 208964.PA4744","0.192","0.416","0.399","0.659",,"0.066","0.987","0.883"
"32778","22.726995973241852","pp","208964.PA2743 (pp) 208964.PA4768","false","pp","208964.PA2743 (pp) 208964.PA4768","0.11","0.421",,,,"0.056","0.968","0.942"
"32779","16.896151146508846","pp","208964.PA2743 (pp) 208964.PA4934","false","pp","208964.PA2743 (pp) 208964.PA4934","0.485","0.416",,"0.44",,"0.088","0.862","0.238"
"32780","39.06521264024376","pp","208964.PA2743 (pp) 208964.PA4935","false","pp","208964.PA2743 (pp) 208964.PA4935","0.613",,"0.399","0.825",,"0.088","0.965","0.211"
"32781","29.326528596775162","pp","208964.PA2743 (pp) 208964.PA4263","false","pp","208964.PA2743 (pp) 208964.PA4263","0.589","0.367",,,,"0.047","0.983","0.941"
"32782","19.531297634765078","pp","208964.PA2743 (pp) 208964.PA4264","false","pp","208964.PA2743 (pp) 208964.PA4264","0.506","0.512","0.398","0.825",,"0.048","0.998","0.949"
"32783","16.145292519602673","pp","208964.PA2743 (pp) 208964.PA4266","false","pp","208964.PA2743 (pp) 208964.PA4266","0.38","0.321",,,,,"0.795","0.553"
"32784","1062.0036278537461","pp","208964.PA4920 (pp) 208964.PA5336","false","pp","208964.PA4920 (pp) 208964.PA5336",,,"0.833",,,"0.069","0.842","0.066"
"32785","2797.8467103866574","pp","208964.PA1899 (pp) 208964.PA1900","false","pp","208964.PA1899 (pp) 208964.PA1900","0.498","0.08",,,,"0.731","0.865",
"32786","4175.525910581829","pp","208964.PA1899 (pp) 208964.PA4209","false","pp","208964.PA1899 (pp) 208964.PA4209",,"0.16",,,,,"0.872","0.854"
"32787","2226.3207998048283","pp","208964.PA1899 (pp) 208964.PA4217","false","pp","208964.PA1899 (pp) 208964.PA4217",,,,,,,"0.854","0.854"
"32788","844.8420039049432","pp","208964.PA1898 (pp) 208964.PA2586","false","pp","208964.PA1898 (pp) 208964.PA2586",,,"0.873",,,,"0.984","0.879"
"32789","45.874121682251484","pp","208964.PA1898 (pp) 208964.PA3861","false","pp","208964.PA1898 (pp) 208964.PA3861",,,,,,,"0.854","0.854"
"32790","597.7480051016756","pp","208964.PA1898 (pp) 208964.PA3476","false","pp","208964.PA1898 (pp) 208964.PA3476","0.088","0.622","0.769",,,"0.165","0.929","0.1"
"32791","574.1645345237793","pp","208964.PA1898 (pp) 208964.PA3477","false","pp","208964.PA1898 (pp) 208964.PA3477","0.088","0.415","0.464",,,"0.053","0.832","0.475"
"32792","521.2518806956568","pp","208964.PA1417 (pp) 208964.PA1498","false","pp","208964.PA1417 (pp) 208964.PA1498",,,"0.957",,,,"0.957",
"32793","732.1006698328941","pp","208964.PA1417 (pp) 208964.PA1770","false","pp","208964.PA1417 (pp) 208964.PA1770",,,"0.965",,,,"0.965",
"32794","5.459761162689546","pp","208964.PA1417 (pp) 208964.PA2035","false","pp","208964.PA1417 (pp) 208964.PA2035",,"0.43","0.8",,,,"0.881",
"32795","508.6946873896097","pp","208964.PA1417 (pp) 208964.PA3118","false","pp","208964.PA1417 (pp) 208964.PA3118",,"0.484","0.9",,,,"0.946",
"32796","419.3030032232573","pp","208964.PA1417 (pp) 208964.PA4329","false","pp","208964.PA1417 (pp) 208964.PA4329",,,"0.885",,,,"0.885",
"32797","75.25956066030311","pp","208964.PA1417 (pp) 208964.PA2108","false","pp","208964.PA1417 (pp) 208964.PA2108",,"0.221","0.899",,,,"0.918",
"32798","163.72848019023567","pp","208964.PA1417 (pp) 208964.PA4694","false","pp","208964.PA1417 (pp) 208964.PA4694","0.074","0.512","0.964",,,,"0.988","0.341"
"32799","54.83193209615327","pp","208964.PA1417 (pp) 208964.PA4695","false","pp","208964.PA1417 (pp) 208964.PA4695",,"0.394","0.8","0.123",,,"0.894","0.118"
"32800","102.6651232225189","pp","208964.PA1417 (pp) 208964.PA3471","false","pp","208964.PA1417 (pp) 208964.PA3471",,"0.153","0.8",,,,"0.823",
"32801","30.22218494736997","pp","208964.PA1417 (pp) 208964.PA2382","false","pp","208964.PA1417 (pp) 208964.PA2382",,,"0.885",,,"0.048","0.886",
"32802","249.49574818186863","pp","208964.PA1417 (pp) 208964.PA3792","false","pp","208964.PA1417 (pp) 208964.PA3792",,"0.161","0.965",,,"0.048","0.97","0.066"
"32803","169.24974259749771","pp","208964.PA1417 (pp) 208964.PA5046","false","pp","208964.PA1417 (pp) 208964.PA5046",,,"0.965",,,,"0.965",
"32804","71.74318870442328","pp","208964.PA1417 (pp) 208964.PA5297","false","pp","208964.PA1417 (pp) 208964.PA5297",,"0.299","0.899",,,,"0.926",
"32805","297.8583075888324","pp","208964.PA1417 (pp) 208964.PA5435","false","pp","208964.PA1417 (pp) 208964.PA5435",,,"0.907",,,,"0.907","0.045"
"32806","353.710941953215","pp","208964.PA1417 (pp) 208964.PA5436","false","pp","208964.PA1417 (pp) 208964.PA5436",,,"0.926",,,,"0.927","0.057"
"32807","33.418251333568946","pp","208964.PA1417 (pp) 208964.PA4696","false","pp","208964.PA1417 (pp) 208964.PA4696",,"0.468","0.965",,,,"0.984","0.211"
"32808","67.61878193977957","pp","208964.PA1417 (pp) 208964.PA4771","false","pp","208964.PA1417 (pp) 208964.PA4771",,,"0.885",,,"0.048","0.886",
"32809","245.95470880738438","pp","208964.PA1417 (pp) 208964.PA4872","false","pp","208964.PA1417 (pp) 208964.PA4872",,,"0.926",,,,"0.926",
"32810","565.1421525619056","pp","208964.PA1417 (pp) 208964.PA5015","false","pp","208964.PA1417 (pp) 208964.PA5015",,,"0.948",,,,"0.948",
"32811","2.0","pp","208964.PA1419 (pp) 208964.PA1420","false","pp","208964.PA1419 (pp) 208964.PA1420","0.075","0.764",,,,"0.057","0.776",
"32812","3614.0","pp","208964.PA1419 (pp) 208964.PA1421","false","pp","208964.PA1419 (pp) 208964.PA1421",,"0.305",,,,"0.781","0.841",
"32813","3614.0","pp","208964.PA1420 (pp) 208964.PA1421","false","pp","208964.PA1420 (pp) 208964.PA1421","0.199","0.235",,,,"0.814","0.876",
"32814","270.19116730319394","pp","208964.PA4932 (pp) 208964.PA4943","false","pp","208964.PA4932 (pp) 208964.PA4943","0.08","0.264","0.658","0.504",,"0.181","0.903","0.162"
"32815","72.8461100999193","pp","208964.PA4932 (pp) 208964.PA5315","false","pp","208964.PA4932 (pp) 208964.PA5315","0.457","0.376","0.649","0.996",,"0.068","0.999","0.174"
"32816","3616.0","pp","208964.PA4932 (pp) 208964.PA4933","false","pp","208964.PA4932 (pp) 208964.PA4933","0.475",,,,,"0.787","0.883",
"32817","118.8463114813208","pp","208964.PA4932 (pp) 208964.PA5570","false","pp","208964.PA4932 (pp) 208964.PA5570","0.449",,"0.649","0.996",,"0.047","0.999","0.171"
"32818","70.86797565111429","pp","208964.PA4932 (pp) 208964.PA5316","false","pp","208964.PA4932 (pp) 208964.PA5316","0.72","0.15","0.649","0.999",,"0.071","0.999","0.178"
"32819","56.21741986827657","pp","208964.PA4932 (pp) 208964.PA4934","false","pp","208964.PA4932 (pp) 208964.PA4934","0.924","0.339",,"0.996",,"0.69","0.999","0.727"
"32820","816.5979511738257","pp","208964.PA4932 (pp) 208964.PA5568","false","pp","208964.PA4932 (pp) 208964.PA5568","0.394","0.421","0.4",,,"0.067","0.809","0.177"
