"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"22948","171.1510049317992","pp","208964.PA3743 (pp) 208964.PA4935","false","pp","208964.PA3743 (pp) 208964.PA4935","0.82",,,,,,"0.864","0.276"
"22949","147.5649289306137","pp","208964.PA3743 (pp) 208964.PA5049","false","pp","208964.PA3743 (pp) 208964.PA5049","0.312","0.27",,,,"0.483","0.78","0.252"
"22950","466.4453184144197","pp","208964.PA3743 (pp) 208964.PA5569","false","pp","208964.PA3743 (pp) 208964.PA5569","0.73","0.186",,,,,"0.87","0.454"
"22951","223.02354168484533","pp","208964.PA1566 (pp) 208964.PA2181","false","pp","208964.PA1566 (pp) 208964.PA2181",,,"0.77",,,,"0.77",
"22952","411.64147704926506","pp","208964.PA1566 (pp) 208964.PA2442","false","pp","208964.PA1566 (pp) 208964.PA2442",,,"0.818",,,,"0.818",
"22953","98.38364860953874","pp","208964.PA1566 (pp) 208964.PA2446","false","pp","208964.PA1566 (pp) 208964.PA2446",,,"0.844",,,,"0.844",
"22954","306.4065444028415","pp","208964.PA1566 (pp) 208964.PA5213","false","pp","208964.PA1566 (pp) 208964.PA5213",,,"0.796",,,,"0.796",
"22955","1170.0875614547833","pp","208964.PA1566 (pp) 208964.PA3134","false","pp","208964.PA1566 (pp) 208964.PA3134",,,"0.8",,,,"0.8",
"22956","220.96015692625326","pp","208964.PA1566 (pp) 208964.PA4588","false","pp","208964.PA1566 (pp) 208964.PA4588",,,"0.962",,,,"0.963","0.074"
"22957","547.9638966539745","pp","208964.PA1566 (pp) 208964.PA4756","false","pp","208964.PA1566 (pp) 208964.PA4756",,,"0.891",,,,"0.893","0.062"
"22958","536.4776541869621","pp","208964.PA1566 (pp) 208964.PA3602","false","pp","208964.PA1566 (pp) 208964.PA3602",,,"0.779",,,"0.06","0.79","0.07"
"22959","624.2639467114543","pp","208964.PA1566 (pp) 208964.PA3759","false","pp","208964.PA1566 (pp) 208964.PA3759","0.06","0.154","0.776",,,,"0.809","0.054"
"22960","246.14663366895496","pp","208964.PA1566 (pp) 208964.PA5035","false","pp","208964.PA1566 (pp) 208964.PA5035",,,"0.878",,,,"0.878",
"22961","192.0256992666947","pp","208964.PA1566 (pp) 208964.PA5036","false","pp","208964.PA1566 (pp) 208964.PA5036",,,"0.878",,,,"0.885","0.094"
"22962","710.5297716749016","pp","208964.PA1566 (pp) 208964.PA4007","false","pp","208964.PA1566 (pp) 208964.PA4007",,,"0.8",,,,"0.812","0.098"
"22963","296.74564311166125","pp","208964.PA1566 (pp) 208964.PA5119","false","pp","208964.PA1566 (pp) 208964.PA5119",,"0.216","0.877",,,"0.046","0.902","0.064"
"22964","446.87664466944534","pp","208964.PA1566 (pp) 208964.PA5173","false","pp","208964.PA1566 (pp) 208964.PA5173",,,"0.962",,,,"0.962","0.049"
"22965","1084.981039736166","pp","208964.PA1566 (pp) 208964.PA5549","false","pp","208964.PA1566 (pp) 208964.PA5549",,,"0.874",,,,"0.877","0.067"
"22966","236.63582193391406","pp","208964.PA1566 (pp) 208964.PA5203","false","pp","208964.PA1566 (pp) 208964.PA5203",,,"0.929",,,,"0.931","0.072"
"22967","240.88724931755206","pp","208964.PA1566 (pp) 208964.PA5215","false","pp","208964.PA1566 (pp) 208964.PA5215",,,"0.845",,,,"0.845",
"22968","277.99220302636905","pp","208964.PA1566 (pp) 208964.PA3068","false","pp","208964.PA1566 (pp) 208964.PA3068",,,"0.962",,,,"0.963","0.072"
"22969","38.477605249029594","pp","208964.PA1566 (pp) 208964.PA5522","false","pp","208964.PA1566 (pp) 208964.PA5522",,"0.054","0.816",,,,"0.819",
"22970","466.6365061651689","pp","208964.PA1566 (pp) 208964.PA3108","false","pp","208964.PA1566 (pp) 208964.PA3108",,,"0.962",,,,"0.963","0.061"
"22971","348.32337841793844","pp","208964.PA1566 (pp) 208964.PA3175","false","pp","208964.PA1566 (pp) 208964.PA3175",,,"0.903",,,,"0.903",
"22972","57.3944278304673","pp","208964.PA1566 (pp) 208964.PA3356","false","pp","208964.PA1566 (pp) 208964.PA3356",,"0.457","0.816",,,,"0.896",
"22973","241.36371039083156","pp","208964.PA3746 (pp) 208964.PA4751","false","pp","208964.PA3746 (pp) 208964.PA4751","0.277","0.589",,,,"0.066","0.857","0.546"
"22974","188.63214265528617","pp","208964.PA3746 (pp) 208964.PA4560","false","pp","208964.PA3746 (pp) 208964.PA4560","0.341","0.221",,,,"0.105","0.853","0.718"
"22975","485.42279659073216","pp","208964.PA3746 (pp) 208964.PA3821","false","pp","208964.PA3746 (pp) 208964.PA3821","0.28",,"0.666","0.201",,"0.048","0.99","0.955"
"22976","882.7495062430589","pp","208964.PA3746 (pp) 208964.PA3822","false","pp","208964.PA3746 (pp) 208964.PA3822","0.175",,"0.8",,,"0.067","0.938","0.647"
"22977","56.13665102491958","pp","208964.PA3746 (pp) 208964.PA4237","false","pp","208964.PA3746 (pp) 208964.PA4237","0.175","0.232",,"0.504",,"0.073","0.774","0.345"
"22978","89.99773362921754","pp","208964.PA3746 (pp) 208964.PA4240","false","pp","208964.PA3746 (pp) 208964.PA4240","0.277","0.722",,"0.415",,"0.079","0.905","0.255"
"22979","588.7545566470093","pp","208964.PA3746 (pp) 208964.PA4269","false","pp","208964.PA3746 (pp) 208964.PA4269","0.175","0.268",,,,"0.052","0.825","0.731"
"22980","99.71583684587918","pp","208964.PA3746 (pp) 208964.PA4241","false","pp","208964.PA3746 (pp) 208964.PA4241","0.175","0.625",,"0.418",,"0.08","0.836","0.161"
"22981","133.9438674904803","pp","208964.PA3746 (pp) 208964.PA4243","false","pp","208964.PA3746 (pp) 208964.PA4243","0.257","0.269","0.8","0.189",,"0.068","0.988","0.878"
"22982","92.75919388041953","pp","208964.PA3746 (pp) 208964.PA4246","false","pp","208964.PA3746 (pp) 208964.PA4246","0.175","0.748",,"0.415",,"0.068","0.879","0.095"
"22983","61.72046994904383","pp","208964.PA3746 (pp) 208964.PA4247","false","pp","208964.PA3746 (pp) 208964.PA4247","0.158","0.475",,"0.429",,"0.068","0.775","0.191"
"22984","125.51066993384462","pp","208964.PA3746 (pp) 208964.PA4248","false","pp","208964.PA3746 (pp) 208964.PA4248","0.176","0.473",,"0.429",,"0.067","0.776","0.18"
"22985","130.2032639163456","pp","208964.PA3746 (pp) 208964.PA4249","false","pp","208964.PA3746 (pp) 208964.PA4249","0.175","0.65",,"0.415",,"0.067","0.872","0.311"
"22986","730.3599536027241","pp","208964.PA3746 (pp) 208964.PA4270","false","pp","208964.PA3746 (pp) 208964.PA4270","0.344","0.281",,,,"0.066","0.867","0.734"
"22987","101.78223298613663","pp","208964.PA3746 (pp) 208964.PA4273","false","pp","208964.PA3746 (pp) 208964.PA4273","0.332","0.565",,"0.2",,"0.066","0.826","0.324"
"22988","61.78541066265274","pp","208964.PA3746 (pp) 208964.PA4274","false","pp","208964.PA3746 (pp) 208964.PA4274","0.176","0.578",,"0.427",,"0.066","0.82","0.18"
"22989","205.47658543209158","pp","208964.PA3746 (pp) 208964.PA4276","false","pp","208964.PA3746 (pp) 208964.PA4276","0.248",,"0.664","0.19",,"0.067","0.974","0.885"
"22990","202.7804501460625","pp","208964.PA3746 (pp) 208964.PA4403","false","pp","208964.PA3746 (pp) 208964.PA4403","0.265","0.292","0.8","0.202",,,"0.997","0.974"
"22991","98.73420152593107","pp","208964.PA3746 (pp) 208964.PA4251","false","pp","208964.PA3746 (pp) 208964.PA4251","0.175","0.742",,"0.429",,"0.067","0.901","0.263"
"22992","79.89024135208521","pp","208964.PA3746 (pp) 208964.PA4253","false","pp","208964.PA3746 (pp) 208964.PA4253","0.176","0.663",,"0.429",,"0.067","0.85","0.142"
"22993","76.1328922160482","pp","208964.PA3746 (pp) 208964.PA4254","false","pp","208964.PA3746 (pp) 208964.PA4254","0.178","0.532",,"0.418",,"0.067","0.804","0.205"
"22994","82.33256271030366","pp","208964.PA3746 (pp) 208964.PA4259","false","pp","208964.PA3746 (pp) 208964.PA4259","0.176","0.486",,"0.418",,"0.067","0.772","0.161"
"22995","113.09288158764893","pp","208964.PA3746 (pp) 208964.PA4260","false","pp","208964.PA3746 (pp) 208964.PA4260","0.276","0.565",,"0.704",,"0.067","0.944","0.454"
"22996","76.1158804397993","pp","208964.PA3746 (pp) 208964.PA4262","false","pp","208964.PA3746 (pp) 208964.PA4262","0.175","0.326",,"0.419",,"0.093","0.79","0.394"
"22997","79.48294594529828","pp","208964.PA3746 (pp) 208964.PA4263","false","pp","208964.PA3746 (pp) 208964.PA4263","0.392","0.513",,"0.748",,"0.067","0.936","0.22"
"22998","63.506529408703685","pp","208964.PA3746 (pp) 208964.PA4432","false","pp","208964.PA3746 (pp) 208964.PA4432","0.186","0.677",,,,"0.127","0.787","0.182"
"22999","239.83461366551535","pp","208964.PA3746 (pp) 208964.PA4566","false","pp","208964.PA3746 (pp) 208964.PA4566","0.392","0.576",,,,"0.076","0.926","0.727"
"23000","65.3809040410719","pp","208964.PA3746 (pp) 208964.PA4567","false","pp","208964.PA3746 (pp) 208964.PA4567","0.177","0.171",,"0.853",,"0.068","0.908","0.163"
"23001","101.84465480315293","pp","208964.PA3746 (pp) 208964.PA4568","false","pp","208964.PA3746 (pp) 208964.PA4568","0.176","0.262",,"0.853",,"0.049","0.925","0.256"
"23002","69.71037443791997","pp","208964.PA3746 (pp) 208964.PA4264","false","pp","208964.PA3746 (pp) 208964.PA4264","0.176","0.633",,"0.415",,"0.067","0.836","0.161"
"23003","507.6844181933359","pp","208964.PA3746 (pp) 208964.PA5568","false","pp","208964.PA3746 (pp) 208964.PA5568","0.163",,"0.929","0.413",,,"0.998","0.951"
"23004","797.348902790098","pp","208964.PA3746 (pp) 208964.PA5128","false","pp","208964.PA3746 (pp) 208964.PA5128",,,"0.8",,,,"0.944","0.733"
"23005","508.1333888533708","pp","208964.PA3746 (pp) 208964.PA4744","false","pp","208964.PA3746 (pp) 208964.PA4744","0.445","0.621",,,,"0.074","0.86","0.365"
"23006","331.31386992904936","pp","208964.PA3746 (pp) 208964.PA4747","false","pp","208964.PA3746 (pp) 208964.PA4747","0.176",,"0.552",,,"0.066","0.894","0.729"
"23007","3616.0","pp","208964.PA0242 (pp) 208964.PA0243","false","pp","208964.PA0242 (pp) 208964.PA0243","0.077","0.711",,,,"0.594","0.882",
"23008","4794.8463780016655","pp","208964.PA0242 (pp) 208964.PA0244","false","pp","208964.PA0242 (pp) 208964.PA0244","0.072","0.742","0.427",,,"0.105","0.863","0.053"
"23009","1720.5309967562353","pp","208964.PA0242 (pp) 208964.PA2009","false","pp","208964.PA0242 (pp) 208964.PA2009","0.179",,"0.964","0.146",,,"0.976","0.174"
"23010","3824.39341238283","pp","208964.PA0242 (pp) 208964.PA3139","false","pp","208964.PA0242 (pp) 208964.PA3139",,,"0.961",,,"0.073","0.963","0.069"
"23011","3708.0904068810764","pp","208964.PA0242 (pp) 208964.PA5084","false","pp","208964.PA0242 (pp) 208964.PA5084",,,"0.785",,,,"0.785",
"23012","5057.82983967171","pp","208964.PA0242 (pp) 208964.PA3366","false","pp","208964.PA0242 (pp) 208964.PA3366",,,"0.93",,,,"0.93",
"23013","363.2491700274661","pp","208964.PA1574 (pp) 208964.PA4620","false","pp","208964.PA1574 (pp) 208964.PA4620",,,"0.803",,,,"0.803",
"23014","627.1755809759659","pp","208964.PA1574 (pp) 208964.PA3625","false","pp","208964.PA1574 (pp) 208964.PA3625",,,"0.9",,,,"0.9",
"23015","177.59462184618445","pp","208964.PA1574 (pp) 208964.PA1931","false","pp","208964.PA1574 (pp) 208964.PA1931",,,"0.9",,,,"0.9",
"23016","309.1230235045094","pp","208964.PA1574 (pp) 208964.PA1932","false","pp","208964.PA1574 (pp) 208964.PA1932",,,"0.9",,,,"0.9",
"23017","294.10353118897103","pp","208964.PA1574 (pp) 208964.PA1933","false","pp","208964.PA1574 (pp) 208964.PA1933",,,"0.9",,,,"0.9",
"23018","107.97012192164301","pp","208964.PA1574 (pp) 208964.PA2499","false","pp","208964.PA1574 (pp) 208964.PA2499",,,"0.952",,,,"0.952",
"23019","462.9790235503245","pp","208964.PA1574 (pp) 208964.PA3004","false","pp","208964.PA1574 (pp) 208964.PA3004",,,"0.873",,,,"0.897","0.222"
"23020","775.7740031191174","pp","208964.PA1574 (pp) 208964.PA5177","false","pp","208964.PA1574 (pp) 208964.PA5177",,,"0.835",,,,"0.835",
"23021","110.98336973795993","pp","208964.PA1574 (pp) 208964.PA3970","false","pp","208964.PA1574 (pp) 208964.PA3970","0.173",,"0.9",,,,"0.914",
"23022","949.4950605406124","pp","208964.PA1574 (pp) 208964.PA4115","false","pp","208964.PA1574 (pp) 208964.PA4115",,,"0.9",,,,"0.9",
"23023","186.47919650051935","pp","208964.PA1574 (pp) 208964.PA5298","false","pp","208964.PA1574 (pp) 208964.PA5298",,,"0.964",,,,"0.964",
"23024","182.40012593119886","pp","208964.PA1574 (pp) 208964.PA4645","false","pp","208964.PA1574 (pp) 208964.PA4645",,,"0.965",,,,"0.968","0.116"
"23025","863.3269342092087","pp","208964.PA1574 (pp) 208964.PA4646","false","pp","208964.PA1574 (pp) 208964.PA4646","0.088",,"0.965",,,,"0.971","0.168"
"23026","1209.0809176655473","pp","208964.PA0244 (pp) 208964.PA0245","false","pp","208964.PA0244 (pp) 208964.PA0245","0.113",,"0.964",,,"0.891","0.998","0.5"
"23027","223.52003490991578","pp","208964.PA0244 (pp) 208964.PA0609","false","pp","208964.PA0244 (pp) 208964.PA0609",,"0.15","0.403",,,,"0.919","0.854"
"23028","970.8578503606311","pp","208964.PA0244 (pp) 208964.PA0887","false","pp","208964.PA0244 (pp) 208964.PA0887",,,,,,,"0.859","0.859"
"23029","428.97662082494077","pp","208964.PA0244 (pp) 208964.PA1001","false","pp","208964.PA0244 (pp) 208964.PA1001",,"0.193","0.403",,,,"0.924","0.854"
"23030","653.3545719312766","pp","208964.PA0244 (pp) 208964.PA1681","false","pp","208964.PA0244 (pp) 208964.PA1681","0.16","0.275","0.503","0.116",,"0.085","0.864","0.551"
"23031","1516.979443855779","pp","208964.PA0244 (pp) 208964.PA1770","false","pp","208964.PA0244 (pp) 208964.PA1770",,,,,,,"0.862","0.862"
"23032","442.9797665026609","pp","208964.PA0244 (pp) 208964.PA1997","false","pp","208964.PA0244 (pp) 208964.PA1997",,,,,,,"0.854","0.854"
"23033","2259.825146862405","pp","208964.PA0244 (pp) 208964.PA3769","false","pp","208964.PA0244 (pp) 208964.PA3769",,,,,,,"0.854","0.854"
"23034","2730.7544354577067","pp","208964.PA0244 (pp) 208964.PA4231","false","pp","208964.PA0244 (pp) 208964.PA4231","0.109","0.174","0.8",,,,"0.84",
"23035","1372.0751573823695","pp","208964.PA0244 (pp) 208964.PA2639","false","pp","208964.PA0244 (pp) 208964.PA2639",,,,,,,"0.854","0.854"
"23036","609.1063204789414","pp","208964.PA0244 (pp) 208964.PA4733","false","pp","208964.PA0244 (pp) 208964.PA4733",,,,,,,"0.859","0.859"
"23037","907.8996681620254","pp","208964.PA0244 (pp) 208964.PA4846","false","pp","208964.PA0244 (pp) 208964.PA4846","0.073",,"0.964",,,,"0.966","0.068"
"23038","1751.4598525393512","pp","208964.PA0244 (pp) 208964.PA4946","false","pp","208964.PA0244 (pp) 208964.PA4946","0.077",,,,,"0.049","0.868","0.862"
"23039","533.6222259339479","pp","208964.PA0244 (pp) 208964.PA5038","false","pp","208964.PA0244 (pp) 208964.PA5038","0.11","0.246","0.804",,,"0.084","0.944","0.608"
"23040","2324.699048859258","pp","208964.PA0244 (pp) 208964.PA5336","false","pp","208964.PA0244 (pp) 208964.PA5336",,,,,,"0.066","0.871","0.868"
"23041","403.30204661959453","pp","208964.PA4602 (pp) 208964.PA5379","false","pp","208964.PA4602 (pp) 208964.PA5379",,,"0.9",,,"0.063","0.958","0.591"
"23042","147.58098630312648","pp","208964.PA4602 (pp) 208964.PA4796","false","pp","208964.PA4602 (pp) 208964.PA4796","0.073",,"0.797",,,,"0.935","0.683"
"23043","265.64395708787237","pp","208964.PA4602 (pp) 208964.PA4960","false","pp","208964.PA4602 (pp) 208964.PA4960",,,"0.9",,,,"0.914","0.179"
"23044","137.91656436400277","pp","208964.PA4602 (pp) 208964.PA5413","false","pp","208964.PA4602 (pp) 208964.PA5413",,,"0.9","0.117",,,"0.972","0.706"
"23045","200.90525529203626","pp","208964.PA4602 (pp) 208964.PA5213","false","pp","208964.PA4602 (pp) 208964.PA5213","0.08",,"0.9",,,,"0.951","0.513"
"23046","257.59450780865575","pp","208964.PA4602 (pp) 208964.PA5214","false","pp","208964.PA4602 (pp) 208964.PA5214","0.073",,"0.877",,,,"0.889","0.105"
"23047","307.8779966920198","pp","208964.PA4602 (pp) 208964.PA5416","false","pp","208964.PA4602 (pp) 208964.PA5416",,,"0.94",,,"0.074","0.944","0.065"
"23048","307.8779966920198","pp","208964.PA4602 (pp) 208964.PA5417","false","pp","208964.PA4602 (pp) 208964.PA5417",,,"0.977",,,"0.075","0.98","0.151"
"23049","129.55756063021383","pp","208964.PA4602 (pp) 208964.PA5418","false","pp","208964.PA4602 (pp) 208964.PA5418","0.076",,"0.977","0.125",,"0.074","0.99","0.502"
"23050","236.8447107528515","pp","208964.PA4602 (pp) 208964.PA5419","false","pp","208964.PA4602 (pp) 208964.PA5419",,,"0.445",,,"0.075","0.913","0.845"
"23051","357.79112943597545","pp","208964.PA4602 (pp) 208964.PA5420","false","pp","208964.PA4602 (pp) 208964.PA5420",,,"0.9",,,"0.059","0.968","0.687"
"23052","1246.1423754972443","pp","208964.PA4602 (pp) 208964.PA4854","false","pp","208964.PA4602 (pp) 208964.PA4854","0.321",,"0.9","0.121",,"0.062","0.941","0.111"
"23053","218.55504624748139","pp","208964.PA4602 (pp) 208964.PA5215","false","pp","208964.PA4602 (pp) 208964.PA5215","0.076",,"0.9","0.125",,,"0.972","0.699"
"23054","16.780833070537785","pp","208964.PA4602 (pp) 208964.PA5415","false","pp","208964.PA4602 (pp) 208964.PA5415",,"0.042","0.8",,,,"0.8",
"23055","565.8642368525645","pp","208964.PA0245 (pp) 208964.PA4230","false","pp","208964.PA0245 (pp) 208964.PA4230",,,"0.308",,,,"0.892","0.851"
"23056","291.96586097888394","pp","208964.PA0245 (pp) 208964.PA4231","false","pp","208964.PA0245 (pp) 208964.PA4231",,,"0.8",,,"0.044","0.805","0.063"
"23057","57.61938831925263","pp","208964.PA0245 (pp) 208964.PA4846","false","pp","208964.PA0245 (pp) 208964.PA4846",,"0.098","0.923",,,,"0.928",
"23058","705.1858949384547","pp","208964.PA0245 (pp) 208964.PA5038","false","pp","208964.PA0245 (pp) 208964.PA5038","0.11","0.191","0.964",,,"0.078","0.983","0.402"
"23059","617.1482586107097","pp","208964.PA2425 (pp) 208964.PA2426","false","pp","208964.PA2425 (pp) 208964.PA2426","0.512","0.208",,,,"0.114","0.802","0.489"
"23060","1833.5061645405283","pp","208964.PA2425 (pp) 208964.PA4225","false","pp","208964.PA2425 (pp) 208964.PA4225","0.089","0.769",,,,"0.054","0.784",
"23061","12549.772975792901","pp","208964.PA2425 (pp) 208964.PA4226","false","pp","208964.PA2425 (pp) 208964.PA4226","0.088","0.768",,,,"0.054","0.782",
"23062","629.5202662753951","pp","208964.PA0247 (pp) 208964.PA0248","false","pp","208964.PA0247 (pp) 208964.PA0248","0.073","0.717",,,,"0.598","0.968","0.734"
"23063","3524.8450698891206","pp","208964.PA0247 (pp) 208964.PA0968","false","pp","208964.PA0247 (pp) 208964.PA0968",,,"0.983",,,,"0.983",
"23064","1090.3249368466982","pp","208964.PA0247 (pp) 208964.PA2507","false","pp","208964.PA0247 (pp) 208964.PA2507","0.172","0.24",,,,,"0.789","0.691"
"23065","1744.3085872830363","pp","208964.PA0247 (pp) 208964.PA4091","false","pp","208964.PA0247 (pp) 208964.PA4091","0.056",,,,,,"0.792","0.789"
"23066","301.102212159717","pp","208964.PA0248 (pp) 208964.PA2510","false","pp","208964.PA0248 (pp) 208964.PA2510",,,,,,,"0.839","0.839"
"23067","1027.775979151102","pp","208964.PA3759 (pp) 208964.PA4749","false","pp","208964.PA3759 (pp) 208964.PA4749",,"0.212","0.965",,,"0.066","0.972",
"23068","3205.700538623406","pp","208964.PA3759 (pp) 208964.PA3760","false","pp","208964.PA3759 (pp) 208964.PA3760","0.403","0.226","0.669",,,"0.816","0.968",
"23069","1909.7803836515966","pp","208964.PA3759 (pp) 208964.PA5035","false","pp","208964.PA3759 (pp) 208964.PA5035",,,"0.965",,,,"0.965",
"23070","2398.193244384397","pp","208964.PA3759 (pp) 208964.PA4732","false","pp","208964.PA3759 (pp) 208964.PA4732",,,"0.965",,,"0.075","0.966",
"23071","1285.1825603885986","pp","208964.PA3759 (pp) 208964.PA5036","false","pp","208964.PA3759 (pp) 208964.PA5036",,,"0.965",,,,"0.965",
"23072","1660.1504826397675","pp","208964.PA3759 (pp) 208964.PA5119","false","pp","208964.PA3759 (pp) 208964.PA5119",,,"0.909",,,,"0.91","0.054"
"23073","351.7868401168116","pp","208964.PA3759 (pp) 208964.PA5452","false","pp","208964.PA3759 (pp) 208964.PA5452",,,"0.942",,,,"0.942",
"23074","786.001644828379","pp","208964.PA3759 (pp) 208964.PA5508","false","pp","208964.PA3759 (pp) 208964.PA5508",,,"0.815",,,,"0.818","0.054"
"23075","643.5945886399188","pp","208964.PA3759 (pp) 208964.PA5522","false","pp","208964.PA3759 (pp) 208964.PA5522","0.088",,"0.776",,,,"0.79","0.054"
