"SUID","400667.A1S_3095","EdgeBetweenness","interaction","name","pp","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"3636","","23.16636776","pp","272620.KPN_00018 (pp) 272620.KPN_03704","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03704","0.281","0.162",,"0.999",,"0.096","0.999","0.728"
"3637","","22.10673131","pp","272620.KPN_00018 (pp) 272620.KPN_03703","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03703","0.27","0.176",,"0.999",,"0.097","0.999","0.284"
"3638","","31.62470659","pp","272620.KPN_00018 (pp) 272620.KPN_03702","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03702","0.294","0.157","0.659","0.999",,"0.181","0.999","0.412"
"3639","","11.06121646","pp","272620.KPN_00018 (pp) 272620.KPN_03701","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03701","0.186","0.184",,"0.999",,"0.122","0.999","0.327"
"3640","","15.9732907","pp","272620.KPN_00018 (pp) 272620.KPN_03700","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03700","0.268",,,"0.999",,"0.152","0.999","0.238"
"3641","","61.64567631","pp","272620.KPN_00018 (pp) 272620.KPN_04597","","false","pp","272620.KPN_00018 (pp) 272620.KPN_04597","0.378",,,"0.964",,"0.067","0.996","0.818"
"3642","","10.56623121","pp","272620.KPN_00018 (pp) 272620.KPN_04596","","false","pp","272620.KPN_00018 (pp) 272620.KPN_04596","0.495",,"0.659","0.999",,"0.077","0.999","0.275"
"3643","","35.86001415","pp","272620.KPN_00018 (pp) 272620.KPN_04106","","false","pp","272620.KPN_00018 (pp) 272620.KPN_04106","0.806",,,"0.989",,"0.049","0.998","0.264"
"3644","","13.186422","pp","272620.KPN_00018 (pp) 272620.KPN_04594","","false","pp","272620.KPN_00018 (pp) 272620.KPN_04594","0.24","0.185","0.659","0.719",,,"0.937","0.1"
"3645","","42.74843349","pp","272620.KPN_00018 (pp) 272620.KPN_03698","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03698","0.195",,"0.659","0.999",,"0.258","0.999","0.451"
"3646","","50.01162547","pp","272620.KPN_00018 (pp) 272620.KPN_03697","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03697","0.189",,"0.659","0.999",,"0.255","0.999","0.584"
"3647","","47.66302976","pp","272620.KPN_00018 (pp) 272620.KPN_03696","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03696","0.205",,"0.659","0.719",,"0.045","0.928","0.161"
"3648","","127.21580839","pp","272620.KPN_00018 (pp) 272620.KPN_03695","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03695","0.187","0.188",,"0.504",,"0.322","0.791","0.205"
"3649","","28.40582047","pp","272620.KPN_00018 (pp) 272620.KPN_03694","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03694","0.369",,,"0.999",,"0.264","0.999","0.162"
"3650","","7.80755974","pp","272620.KPN_00018 (pp) 272620.KPN_03977","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03977","0.765",,,"0.999",,"0.107","0.999","0.648"
"3651","","7.25889835","pp","272620.KPN_00018 (pp) 272620.KPN_03976","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03976","0.714","0.163",,"0.989",,"0.077","0.999","0.731"
"3652","","19.89815207","pp","272620.KPN_00018 (pp) 272620.KPN_04364","","false","pp","272620.KPN_00018 (pp) 272620.KPN_04364","0.324",,,"0.71",,"0.07","0.852","0.286"
"3653","","18.23004386","pp","272620.KPN_00018 (pp) 272620.KPN_04363","","false","pp","272620.KPN_00018 (pp) 272620.KPN_04363","0.26","0.196",,"0.999",,"0.082","0.999","0.269"
"3654","","40.09476468","pp","272620.KPN_00018 (pp) 272620.KPN_04361","","false","pp","272620.KPN_00018 (pp) 272620.KPN_04361","0.484",,,"0.964",,"0.114","0.995","0.738"
"3655","","20.97003711","pp","272620.KPN_00018 (pp) 272620.KPN_04360","","false","pp","272620.KPN_00018 (pp) 272620.KPN_04360","0.324",,,"0.999",,"0.114","0.999","0.127"
"3656","","19.36781737","pp","272620.KPN_00018 (pp) 272620.KPN_04231","","false","pp","272620.KPN_00018 (pp) 272620.KPN_04231","0.689","0.17",,"0.989",,"0.066","0.998","0.453"
"3657","","46.6599301","pp","272620.KPN_00018 (pp) 272620.KPN_03630","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03630","0.75",,,"0.999",,,"0.999","0.161"
"3658","","29.08214896","pp","272620.KPN_00018 (pp) 272620.KPN_03629","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03629","0.777",,"0.659","0.999",,,"0.999","0.421"
"3659","","157.75806344","pp","272620.KPN_00018 (pp) 272620.KPN_03596","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03596","0.576",,,"0.999",,"0.117","0.999","0.74"
"3660","","39.93915396","pp","272620.KPN_00018 (pp) 272620.KPN_03595","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03595","0.82",,,"0.999",,"0.123","0.999","0.404"
"3661","","8.58231184","pp","272620.KPN_00018 (pp) 272620.KPN_02932","","false","pp","272620.KPN_00018 (pp) 272620.KPN_02932","0.705",,"0.659","0.999",,"0.075","0.999","0.25"
"3662","","118.3256676","pp","272620.KPN_00018 (pp) 272620.KPN_03727","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03727","0.316",,"0.659","0.999",,,"0.999","0.163"
"3663","","60.16160593","pp","272620.KPN_00018 (pp) 272620.KPN_02929","","false","pp","272620.KPN_00018 (pp) 272620.KPN_02929","0.111",,,"0.964",,"0.078","0.972","0.173"
"3664","","105.92212326","pp","272620.KPN_00018 (pp) 272620.KPN_02618","","false","pp","272620.KPN_00018 (pp) 272620.KPN_02618","0.111",,,"0.964",,"0.066","0.979","0.388"
"3665","","9.86798196","pp","272620.KPN_00018 (pp) 272620.KPN_03573","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03573","0.77",,"0.659","0.999",,"0.378","0.999","0.768"
"3666","","18.29877268","pp","272620.KPN_00018 (pp) 272620.KPN_01087","","false","pp","272620.KPN_00018 (pp) 272620.KPN_01087","0.752","0.155",,"0.999",,"0.068","0.999","0.364"
"3667","","167.24725158","pp","272620.KPN_00018 (pp) 272620.KPN_00938","","false","pp","272620.KPN_00018 (pp) 272620.KPN_00938","0.27","0.153","0.653","0.504",,"0.068","0.889","0.095"
"3668","","3.05358044","pp","272620.KPN_00018 (pp) 272620.KPN_03472","","false","pp","272620.KPN_00018 (pp) 272620.KPN_03472","0.839",,"0.659","0.719",,"0.068","0.99","0.434"
"3669","","73.71266335","pp","272620.KPN_00018 (pp) 272620.KPN_00185","","false","pp","272620.KPN_00018 (pp) 272620.KPN_00185","0.185",,,"0.744",,"0.066","0.811","0.143"
"3670","","19.56359198","pp","272620.KPN_00018 (pp) 272620.KPN_00916","","false","pp","272620.KPN_00018 (pp) 272620.KPN_00916","0.732",,,"0.44",,,"0.853","0.102"
"3671","","3.59780622","pp","272620.KPN_00018 (pp) 272620.KPN_02178","","false","pp","272620.KPN_00018 (pp) 272620.KPN_02178","0.326","0.186",,"0.999",,,"0.999","0.437"
"3672","","18.52619375","pp","272620.KPN_00018 (pp) 272620.KPN_02177","","false","pp","272620.KPN_00018 (pp) 272620.KPN_02177","0.201",,,"0.964",,,"0.992","0.75"
"3673","","65.51512209","pp","272620.KPN_00018 (pp) 272620.KPN_00183","","false","pp","272620.KPN_00018 (pp) 272620.KPN_00183","0.338",,,,,"0.08","0.775","0.66"
"3674","","86.66034906","pp","272620.KPN_00018 (pp) 272620.KPN_00182","","false","pp","272620.KPN_00018 (pp) 272620.KPN_00182","0.419",,"0.659","0.999",,"0.075","0.999","0.66"
"3675","","67.11748609","pp","272620.KPN_02673 (pp) 272620.KPN_02678","","false","pp","272620.KPN_02673 (pp) 272620.KPN_02678","0.329","0.719","0.873","0.203",,"0.704","0.999","0.797"
"3676","","35.26793272","pp","272620.KPN_02673 (pp) 272620.KPN_02677","","false","pp","272620.KPN_02673 (pp) 272620.KPN_02677","0.681","0.756","0.873","0.981",,"0.707","0.999","0.278"
"3677","","551.20485808","pp","272620.KPN_02673 (pp) 272620.KPN_03644","","false","pp","272620.KPN_02673 (pp) 272620.KPN_03644","0.12",,"0.8","0.2",,,"0.854","0.087"
"3678","","111.96000436","pp","272620.KPN_02673 (pp) 272620.KPN_02676","","false","pp","272620.KPN_02673 (pp) 272620.KPN_02676","0.95","0.779","0.873","0.862",,"0.745","0.999","0.824"
"3679","","38.38847172","pp","272620.KPN_02673 (pp) 272620.KPN_02675","","false","pp","272620.KPN_02673 (pp) 272620.KPN_02675","0.964","0.772","0.873","0.941",,"0.842","0.999","0.972"
"3680","","277.80837383","pp","272620.KPN_02673 (pp) 272620.KPN_03057","","false","pp","272620.KPN_02673 (pp) 272620.KPN_03057",,"0.36","0.575","0.399",,,"0.822",
"3681","","99.38947884","pp","272620.KPN_02673 (pp) 272620.KPN_02674","","false","pp","272620.KPN_02673 (pp) 272620.KPN_02674","0.71","0.74","0.873","0.975",,"0.745","0.999","0.972"
"3682","","375.85475171","pp","272620.KPN_03761 (pp) 272620.KPN_04401","","false","pp","272620.KPN_03761 (pp) 272620.KPN_04401",,,"0.965",,,,"0.977","0.378"
"3683","","318.38794974","pp","272620.KPN_03520 (pp) 272620.KPN_03876","","false","pp","272620.KPN_03520 (pp) 272620.KPN_03876",,"0.238",,,,"0.617","0.877","0.611"
"3684","","1639.58777486","pp","272620.KPN_03520 (pp) 272620.KPN_03621","","false","pp","272620.KPN_03520 (pp) 272620.KPN_03621",,,"0.873",,,"0.116","0.9","0.18"
"3685","","645.34504348","pp","272620.KPN_03520 (pp) 272620.KPN_03620","","false","pp","272620.KPN_03520 (pp) 272620.KPN_03620","0.278","0.781",,,,"0.114","0.888","0.298"
"3686","","102.48392944","pp","272620.KPN_02672 (pp) 272620.KPN_03057","","false","pp","272620.KPN_02672 (pp) 272620.KPN_03057",,"0.721","0.575","0.401",,"0.082","0.929","0.074"
"3687","","12.26176603","pp","272620.KPN_02672 (pp) 272620.KPN_02678","","false","pp","272620.KPN_02672 (pp) 272620.KPN_02678","0.56","0.784","0.873","0.202",,"0.704","0.999","0.783"
"3688","","69.07606363","pp","272620.KPN_02672 (pp) 272620.KPN_02677","","false","pp","272620.KPN_02672 (pp) 272620.KPN_02677","0.165","0.784","0.873","0.926",,"0.514","0.999","0.317"
"3689","","166.92976046","pp","272620.KPN_02672 (pp) 272620.KPN_02676","","false","pp","272620.KPN_02672 (pp) 272620.KPN_02676","0.158","0.783","0.873","0.97",,"0.745","0.999","0.255"
"3690","","34.39124353","pp","272620.KPN_02672 (pp) 272620.KPN_02675","","false","pp","272620.KPN_02672 (pp) 272620.KPN_02675","0.151","0.633","0.873","0.859",,"0.745","0.999","0.822"
"3691","","237.91212429","pp","272620.KPN_02672 (pp) 272620.KPN_02674","","false","pp","272620.KPN_02672 (pp) 272620.KPN_02674","0.893","0.623","0.873","0.978",,"0.745","0.999","0.816"
"3692","","54.41619612","pp","272620.KPN_02672 (pp) 272620.KPN_02673","","false","pp","272620.KPN_02672 (pp) 272620.KPN_02673","0.916","0.722","0.873","0.859",,"0.845","0.999","0.822"
"3693","","100.30307254","pp","272620.KPN_02671 (pp) 272620.KPN_02678","","false","pp","272620.KPN_02671 (pp) 272620.KPN_02678","0.409","0.781","0.873","0.203",,"0.702","0.998","0.672"
"3694","","123.19169958","pp","272620.KPN_02671 (pp) 272620.KPN_04553","","false","pp","272620.KPN_02671 (pp) 272620.KPN_04553","0.256",,"0.722",,,"0.056","0.828","0.221"
"3695","","153.56822419","pp","272620.KPN_02671 (pp) 272620.KPN_04552","","false","pp","272620.KPN_02671 (pp) 272620.KPN_04552","0.257",,"0.717","0.126",,"0.056","0.83","0.172"
"3696","","252.84679535","pp","272620.KPN_02671 (pp) 272620.KPN_02677","","false","pp","272620.KPN_02671 (pp) 272620.KPN_02677","0.452","0.784","0.873","0.373",,"0.705","0.997","0.252"
"3697","","382.44081871","pp","272620.KPN_02671 (pp) 272620.KPN_02676","","false","pp","272620.KPN_02671 (pp) 272620.KPN_02676","0.277","0.784","0.873","0.403",,"0.724","0.999","0.847"
"3698","","130.33947859","pp","272620.KPN_02671 (pp) 272620.KPN_02675","","false","pp","272620.KPN_02671 (pp) 272620.KPN_02675","0.798","0.75","0.873","0.399",,"0.83","0.999","0.825"
"3699","","485.19142316","pp","272620.KPN_02671 (pp) 272620.KPN_02674","","false","pp","272620.KPN_02671 (pp) 272620.KPN_02674","0.179","0.731","0.873","0.399",,"0.724","0.999","0.859"
"3700","","161.15977869","pp","272620.KPN_02671 (pp) 272620.KPN_02673","","false","pp","272620.KPN_02671 (pp) 272620.KPN_02673","0.869","0.78","0.873","0.399",,"0.821","0.999","0.836"
"3701","","94.74970691","pp","272620.KPN_02671 (pp) 272620.KPN_02672","","false","pp","272620.KPN_02671 (pp) 272620.KPN_02672","0.931","0.783","0.873","0.401",,"0.888","0.999","0.836"
"3702","","811.57506229","pp","272620.KPN_00014 (pp) 272620.KPN_04366","","false","pp","272620.KPN_00014 (pp) 272620.KPN_04366","0.066","0.254",,"0.188",,,"0.774","0.648"
"3703","","2046.6697841","pp","272620.KPN_00014 (pp) 272620.KPN_04365","","false","pp","272620.KPN_00014 (pp) 272620.KPN_04365","0.066","0.201",,"0.118",,,"0.877","0.835"
"3704","","1516.57427694","pp","272620.KPN_00014 (pp) 272620.KPN_04573","","false","pp","272620.KPN_00014 (pp) 272620.KPN_04573","0.175",,,"0.104",,,"0.771","0.715"
"3705","","365.12574679","pp","272620.KPN_00014 (pp) 272620.KPN_04533","","false","pp","272620.KPN_00014 (pp) 272620.KPN_04533","0.887","0.509","0.185","0.486",,,"0.997","0.884"
"3706","","528.03103852","pp","272620.KPN_00014 (pp) 272620.KPN_04532","","false","pp","272620.KPN_00014 (pp) 272620.KPN_04532","0.822",,"0.173","0.189",,"0.054","0.986","0.892"
"3707","","1178.90109339","pp","272620.KPN_00014 (pp) 272620.KPN_03695","","false","pp","272620.KPN_00014 (pp) 272620.KPN_03695",,,"0.17","0.115",,,"0.794","0.742"
"3708","","710.98904635","pp","272620.KPN_00014 (pp) 272620.KPN_04227","","false","pp","272620.KPN_00014 (pp) 272620.KPN_04227","0.872",,,"0.201",,"0.077","0.982","0.836"
"3709","","1039.34744328","pp","272620.KPN_00014 (pp) 272620.KPN_03589","","false","pp","272620.KPN_00014 (pp) 272620.KPN_03589","0.425","0.512",,"0.204",,"0.083","0.8","0.173"
"3710","","3954.5264258","pp","272620.KPN_00014 (pp) 272620.KPN_04509","","false","pp","272620.KPN_00014 (pp) 272620.KPN_04509","0.176","0.539","0.206","0.471",,,"0.933","0.646"
"3711","","1691.91248764","pp","272620.KPN_00014 (pp) 272620.KPN_04137","","false","pp","272620.KPN_00014 (pp) 272620.KPN_04137",,"0.17","0.14","0.126",,,"0.873","0.821"
"3712","","606.33132409","pp","272620.KPN_00014 (pp) 272620.KPN_04102","","false","pp","272620.KPN_00014 (pp) 272620.KPN_04102","0.176","0.714","0.136","0.118",,,"0.979","0.9"
"3713","","1608.51219305","pp","272620.KPN_00014 (pp) 272620.KPN_04091","","false","pp","272620.KPN_00014 (pp) 272620.KPN_04091","0.68",,,,,"0.075","0.912","0.728"
"3714","","1018.62845615","pp","272620.KPN_00014 (pp) 272620.KPN_03588","","false","pp","272620.KPN_00014 (pp) 272620.KPN_03588","0.189","0.559","0.17","0.129",,"0.075","0.956","0.851"
"3715","","978.97987235","pp","272620.KPN_00014 (pp) 272620.KPN_04226","","false","pp","272620.KPN_00014 (pp) 272620.KPN_04226","0.872",,,"0.191",,"0.067","0.981","0.824"
"3716","","1759.59206483","pp","272620.KPN_00014 (pp) 272620.KPN_03576","","false","pp","272620.KPN_00014 (pp) 272620.KPN_03576",,"0.592",,,,,"0.791","0.508"
"3717","","10953.67537306","pp","272620.KPN_00014 (pp) 272620.KPN_02861","","false","pp","272620.KPN_00014 (pp) 272620.KPN_02861","0.261","0.218",,"0.129",,"0.137","0.908","0.821"
"3718","","466.82570478","pp","272620.KPN_00014 (pp) 272620.KPN_03827","","false","pp","272620.KPN_00014 (pp) 272620.KPN_03827","0.176",,,"0.994",,,"0.999","0.942"
"3719","","2949.56272101","pp","272620.KPN_00014 (pp) 272620.KPN_03031","","false","pp","272620.KPN_00014 (pp) 272620.KPN_03031",,,,,,,"0.865","0.865"
"3720","","6838.15528322","pp","272620.KPN_00014 (pp) 272620.KPN_02859","","false","pp","272620.KPN_00014 (pp) 272620.KPN_02859",,,"0.873","0.114",,"0.189","0.982","0.823"
"3721","","1556.37781465","pp","272620.KPN_00014 (pp) 272620.KPN_03572","","false","pp","272620.KPN_00014 (pp) 272620.KPN_03572",,,,"0.415",,,"0.784","0.646"
"3722","","862.33756107","pp","272620.KPN_00014 (pp) 272620.KPN_02936","","false","pp","272620.KPN_00014 (pp) 272620.KPN_02936","0.933","0.588","0.187","0.999",,"0.617","0.999","0.873"
"3723","","1095.54854093","pp","272620.KPN_00014 (pp) 272620.KPN_03474","","false","pp","272620.KPN_00014 (pp) 272620.KPN_03474","0.199","0.16",,"0.197",,"0.078","0.896","0.823"
"3724","","420.90971053","pp","272620.KPN_00014 (pp) 272620.KPN_02915","","false","pp","272620.KPN_00014 (pp) 272620.KPN_02915","0.818","0.229",,"0.997",,,"0.999","0.875"
"3725","","2926.56900745","pp","272620.KPN_00014 (pp) 272620.KPN_02858","","false","pp","272620.KPN_00014 (pp) 272620.KPN_02858",,"0.321","0.873",,,,"0.941","0.366"
"3726","","1080.00441067","pp","272620.KPN_00014 (pp) 272620.KPN_00455","","false","pp","272620.KPN_00014 (pp) 272620.KPN_00455","0.874","0.216","0.188","0.399",,,"0.993","0.872"
"3727","","1360.49134447","pp","272620.KPN_00014 (pp) 272620.KPN_02894","","false","pp","272620.KPN_00014 (pp) 272620.KPN_02894",,"0.542",,,,"0.058","0.805","0.584"
"3728","","853.94910326","pp","272620.KPN_00014 (pp) 272620.KPN_02640","","false","pp","272620.KPN_00014 (pp) 272620.KPN_02640",,"0.599",,"0.817",,"0.062","0.972","0.646"
"3729","","509.69406349","pp","272620.KPN_00014 (pp) 272620.KPN_00400","","false","pp","272620.KPN_00014 (pp) 272620.KPN_00400","0.2","0.158",,"0.193",,,"0.924","0.877"
"3730","","1360.25476419","pp","272620.KPN_00014 (pp) 272620.KPN_00938","","false","pp","272620.KPN_00014 (pp) 272620.KPN_00938","0.063","0.154",,"0.819",,"0.053","0.896","0.353"
"3731","","1355.50659994","pp","272620.KPN_00014 (pp) 272620.KPN_00039","","false","pp","272620.KPN_00014 (pp) 272620.KPN_00039","0.276",,,,,"0.617","0.78","0.269"
"3732","","589.6019568","pp","272620.KPN_00014 (pp) 272620.KPN_00399","","false","pp","272620.KPN_00014 (pp) 272620.KPN_00399","0.311","0.198",,"0.189",,,"0.933","0.868"
"3733","","12191.21768068","pp","272620.KPN_00014 (pp) 272620.KPN_00727","","false","pp","272620.KPN_00014 (pp) 272620.KPN_00727",,,"0.134",,,"0.051","0.775","0.748"
"3734","","665.82836249","pp","272620.KPN_00014 (pp) 272620.KPN_00398","","false","pp","272620.KPN_00014 (pp) 272620.KPN_00398",,,,"0.195",,,"0.955","0.946"
"3735","","203.64185731","pp","272620.KPN_00014 (pp) 272620.KPN_00015","","false","pp","272620.KPN_00014 (pp) 272620.KPN_00015","0.877","0.772","0.206","0.999",,"0.752","0.999","0.972"
"3736","","2796.0883939","pp","272620.KPN_00014 (pp) 272620.KPN_00099","","false","pp","272620.KPN_00014 (pp) 272620.KPN_00099","0.168","0.164",,,,"0.053","0.852","0.802"
"3737","","955.06233254","pp","272620.KPN_00250 (pp) 272620.KPN_04576","","false","pp","272620.KPN_00250 (pp) 272620.KPN_04576","0.073",,"0.833",,,,"0.922","0.539"
"3738","","225.24426504","pp","272620.KPN_00250 (pp) 272620.KPN_03996","","false","pp","272620.KPN_00250 (pp) 272620.KPN_03996","0.173",,"0.873","0.241",,"0.121","0.933","0.188"
"3739","","191.86944437","pp","272620.KPN_00250 (pp) 272620.KPN_03106","","false","pp","272620.KPN_00250 (pp) 272620.KPN_03106","0.175",,"0.873",,,,"0.891",
"3740","","275.76133071","pp","272620.KPN_00250 (pp) 272620.KPN_02834","","false","pp","272620.KPN_00250 (pp) 272620.KPN_02834","0.303",,"0.873",,,"0.047","0.929","0.256"
"3741","","728.80991074","pp","272620.KPN_00250 (pp) 272620.KPN_02833","","false","pp","272620.KPN_00250 (pp) 272620.KPN_02833","0.407",,"0.873",,,"0.066","0.942","0.274"
"3742","","179.12442982","pp","272620.KPN_00250 (pp) 272620.KPN_04840","","false","pp","272620.KPN_00250 (pp) 272620.KPN_04840",,,"0.9",,,"0.195","0.966","0.611"
"3743","","86.21130783","pp","272620.KPN_00250 (pp) 272620.KPN_03388","","false","pp","272620.KPN_00250 (pp) 272620.KPN_03388",,,"0.873",,,"0.09","0.89","0.124"
"3744","","296.3434811","pp","272620.KPN_00250 (pp) 272620.KPN_02554","","false","pp","272620.KPN_00250 (pp) 272620.KPN_02554",,,"0.965",,,"0.075","0.966",
"3745","","18.91797333","pp","272620.KPN_00250 (pp) 272620.KPN_00458","","false","pp","272620.KPN_00250 (pp) 272620.KPN_00458","0.183",,"0.873",,,,"0.9","0.114"
"3746","","23.55888802","pp","272620.KPN_00250 (pp) 272620.KPN_01958","","false","pp","272620.KPN_00250 (pp) 272620.KPN_01958","0.135",,"0.873","0.126",,"0.132","0.952","0.515"
"3747","","81.40221765","pp","272620.KPN_00250 (pp) 272620.KPN_00451","","false","pp","272620.KPN_00250 (pp) 272620.KPN_00451","0.414",,"0.873","0.224",,"0.617","0.98","0.221"
"3748","","128.14185855","pp","272620.KPN_00250 (pp) 272620.KPN_00335","","false","pp","272620.KPN_00250 (pp) 272620.KPN_00335",,,"0.873",,,,"0.889","0.161"
"3749","","144.76877488","pp","272620.KPN_00250 (pp) 272620.KPN_01912","","false","pp","272620.KPN_00250 (pp) 272620.KPN_01912",,,"0.873",,,"0.052","0.888","0.146"
"3750","","111.85705545","pp","272620.KPN_02670 (pp) 272620.KPN_03057","","false","pp","272620.KPN_02670 (pp) 272620.KPN_03057",,"0.608","0.575","0.268",,,"0.875","0.096"
"3751","","19.57217108","pp","272620.KPN_02670 (pp) 272620.KPN_02678","","false","pp","272620.KPN_02670 (pp) 272620.KPN_02678","0.247","0.781","0.873","0.988",,"0.484","0.999","0.163"
"3752","","179.59276046","pp","272620.KPN_02670 (pp) 272620.KPN_02677","","false","pp","272620.KPN_02670 (pp) 272620.KPN_02677","0.543","0.781","0.873","0.998",,"0.499","0.999","0.56"
