"SUID","400667.A1S_3095","EdgeBetweenness","interaction","name","pp","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"7709","","84.12084836","pp","272620.KPN_03630 (pp) 272620.KPN_04141","","false","pp","272620.KPN_03630 (pp) 272620.KPN_04141","0.736",,,,,"0.057","0.781","0.191"
"7710","","21.11156836","pp","272620.KPN_03630 (pp) 272620.KPN_03703","","false","pp","272620.KPN_03630 (pp) 272620.KPN_03703","0.986","0.601","0.78","0.999",,"0.378","0.999","0.769"
"7711","","151.22631641","pp","272620.KPN_03630 (pp) 272620.KPN_04140","","false","pp","272620.KPN_03630 (pp) 272620.KPN_04140","0.852",,,,,"0.048","0.872","0.165"
"7712","","240.18722998","pp","272620.KPN_03630 (pp) 272620.KPN_04139","","false","pp","272620.KPN_03630 (pp) 272620.KPN_04139","0.742",,,,,"0.048","0.789","0.209"
"7713","","378.27424491","pp","272620.KPN_03630 (pp) 272620.KPN_04110","","false","pp","272620.KPN_03630 (pp) 272620.KPN_04110","0.28","0.283",,"0.413",,,"0.822","0.481"
"7714","","84.21932132","pp","272620.KPN_03630 (pp) 272620.KPN_04106","","false","pp","272620.KPN_03630 (pp) 272620.KPN_04106","0.77",,"0.649","0.999",,"0.068","0.999","0.315"
"7715","","12.24750636","pp","272620.KPN_03630 (pp) 272620.KPN_03702","","false","pp","272620.KPN_03630 (pp) 272620.KPN_03702","0.991","0.381","0.4","0.999",,"0.378","0.999","0.907"
"7716","","52.76191541","pp","272620.KPN_03630 (pp) 272620.KPN_03977","","false","pp","272620.KPN_03630 (pp) 272620.KPN_03977","0.938",,"0.649","0.999",,"0.101","0.999","0.63"
"7717","","22.79200371","pp","272620.KPN_03630 (pp) 272620.KPN_03701","","false","pp","272620.KPN_03630 (pp) 272620.KPN_03701","0.978",,"0.78","0.999",,"0.378","0.999","0.449"
"7718","","52.16097818","pp","272620.KPN_03630 (pp) 272620.KPN_03976","","false","pp","272620.KPN_03630 (pp) 272620.KPN_03976","0.828",,"0.78","0.999",,"0.106","0.999","0.585"
"7719","","19.63086742","pp","272620.KPN_03630 (pp) 272620.KPN_03700","","false","pp","272620.KPN_03630 (pp) 272620.KPN_03700","0.988","0.666","0.78","0.999",,"0.378","0.999","0.845"
"7720","","92.87589532","pp","272620.KPN_03630 (pp) 272620.KPN_03699","","false","pp","272620.KPN_03630 (pp) 272620.KPN_03699","0.08","0.484",,"0.426",,"0.378","0.859","0.295"
"7721","","19.26379671","pp","272620.KPN_03630 (pp) 272620.KPN_03698","","false","pp","272620.KPN_03630 (pp) 272620.KPN_03698","0.916","0.588","0.399","0.993",,"0.378","0.999","0.956"
"7722","","16.02993022","pp","272620.KPN_03630 (pp) 272620.KPN_03697","","false","pp","272620.KPN_03630 (pp) 272620.KPN_03697","0.875","0.494","0.349","0.989",,"0.378","0.999","0.956"
"7723","","52.25893683","pp","272620.KPN_03630 (pp) 272620.KPN_03696","","false","pp","272620.KPN_03630 (pp) 272620.KPN_03696","0.878","0.4","0.399","0.964",,"0.378","0.999","0.423"
"7724","","14.53198176","pp","272620.KPN_03630 (pp) 272620.KPN_03694","","false","pp","272620.KPN_03630 (pp) 272620.KPN_03694","0.957","0.529","0.78","0.999",,"0.378","0.999","0.722"
"7725","","328.15333608","pp","272620.KPN_00360 (pp) 272620.KPN_04358","","false","pp","272620.KPN_00360 (pp) 272620.KPN_04358","0.251",,,"0.504",,,"0.897","0.745"
"7726","","52.68190775","pp","272620.KPN_00360 (pp) 272620.KPN_03585","","false","pp","272620.KPN_00360 (pp) 272620.KPN_03585",,,,"0.504",,"0.066","0.817","0.636"
"7727","","233.33998004","pp","272620.KPN_00360 (pp) 272620.KPN_04334","","false","pp","272620.KPN_00360 (pp) 272620.KPN_04334","0.219","0.156",,,,"0.483","0.92","0.792"
"7728","","568.99349427","pp","272620.KPN_00360 (pp) 272620.KPN_04109","","false","pp","272620.KPN_00360 (pp) 272620.KPN_04109","0.199","0.158",,"0.505",,,"0.837","0.57"
"7729","","2051.98386094","pp","272620.KPN_02303 (pp) 272620.KPN_02738","","false","pp","272620.KPN_02303 (pp) 272620.KPN_02738",,"0.151","0.952",,,,"0.96","0.094"
"7730","","37.33826026","pp","272620.KPN_00124 (pp) 272620.KPN_04397","","false","pp","272620.KPN_00124 (pp) 272620.KPN_04397",,"0.175","0.873",,,"0.076","0.901","0.097"
"7731","","80.33065989","pp","272620.KPN_00124 (pp) 272620.KPN_04396","","false","pp","272620.KPN_00124 (pp) 272620.KPN_04396","0.175",,"0.9",,,"0.078","0.96","0.535"
"7732","","176.43801732","pp","272620.KPN_00124 (pp) 272620.KPN_04395","","false","pp","272620.KPN_00124 (pp) 272620.KPN_04395","0.173",,"0.958",,,"0.058","0.978","0.401"
"7733","","397.91038339","pp","272620.KPN_00124 (pp) 272620.KPN_04047","","false","pp","272620.KPN_00124 (pp) 272620.KPN_04047",,,"0.873",,,"0.052","0.91","0.316"
"7734","","163.89968971","pp","272620.KPN_00124 (pp) 272620.KPN_03991","","false","pp","272620.KPN_00124 (pp) 272620.KPN_03991",,,"0.873",,,,"0.873",
"7735","","77.97026072","pp","272620.KPN_00124 (pp) 272620.KPN_01272","","false","pp","272620.KPN_00124 (pp) 272620.KPN_01272","0.176",,"0.965","0.204",,"0.234","0.995","0.773"
"7736","","131.87364821","pp","272620.KPN_00124 (pp) 272620.KPN_01144","","false","pp","272620.KPN_00124 (pp) 272620.KPN_01144","0.317",,"0.9",,,"0.194","0.978","0.647"
"7737","","211.77242161","pp","272620.KPN_00124 (pp) 272620.KPN_00735","","false","pp","272620.KPN_00124 (pp) 272620.KPN_00735","0.501",,"0.928","0.2",,"0.235","0.989","0.585"
"7738","","99.5660942","pp","272620.KPN_00124 (pp) 272620.KPN_00734","","false","pp","272620.KPN_00124 (pp) 272620.KPN_00734","0.526",,,,,"0.235","0.86","0.646"
"7739","","110.28350475","pp","272620.KPN_00124 (pp) 272620.KPN_00733","","false","pp","272620.KPN_00124 (pp) 272620.KPN_00733","0.457",,"0.658",,,"0.138","0.936","0.65"
"7740","","475.81063961","pp","272620.KPN_00124 (pp) 272620.KPN_00732","","false","pp","272620.KPN_00124 (pp) 272620.KPN_00732","0.681",,"0.658",,,"0.08","0.916","0.261"
"7741","","157.66933322","pp","272620.KPN_00124 (pp) 272620.KPN_00729","","false","pp","272620.KPN_00124 (pp) 272620.KPN_00729","0.424",,"0.658",,,"0.085","0.832","0.179"
"7742","","603.45574017","pp","272620.KPN_00124 (pp) 272620.KPN_00727","","false","pp","272620.KPN_00124 (pp) 272620.KPN_00727","0.824","0.179","0.965",,,"0.405","0.999","0.818"
"7743","","100.64044095","pp","272620.KPN_00124 (pp) 272620.KPN_00489","","false","pp","272620.KPN_00124 (pp) 272620.KPN_00489",,"0.173","0.9",,,,"0.914",
"7744","","4.0","pp","272620.KPN_02542 (pp) 272620.KPN_04723","","false","pp","272620.KPN_02542 (pp) 272620.KPN_04723",,"0.643","0.9",,,"0.062","0.966","0.095"
"7745","","4.0","pp","272620.KPN_02542 (pp) 272620.KPN_03929","","false","pp","272620.KPN_02542 (pp) 272620.KPN_03929",,"0.641","0.9",,,"0.062","0.965","0.095"
"7746","","585.84718985","pp","272620.KPN_03663 (pp) 272620.KPN_03760","","false","pp","272620.KPN_03663 (pp) 272620.KPN_03760","0.146","0.231","0.9",,,"0.483","0.99","0.754"
"7747","","37.16248741","pp","272620.KPN_03663 (pp) 272620.KPN_04401","","false","pp","272620.KPN_03663 (pp) 272620.KPN_04401","0.069",,"0.9",,,,"0.905","0.065"
"7748","","293.80283033","pp","272620.KPN_03663 (pp) 272620.KPN_03682","","false","pp","272620.KPN_03663 (pp) 272620.KPN_03682","0.069","0.196","0.873",,,"0.271","0.98","0.755"
"7749","","123.28092818","pp","272620.KPN_00394 (pp) 272620.KPN_02678","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02678","0.175",,"0.873","0.199",,,"0.916","0.119"
"7750","","248.22016417","pp","272620.KPN_00394 (pp) 272620.KPN_02677","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02677","0.183",,"0.873","0.2",,,"0.925","0.199"
"7751","","271.71863","pp","272620.KPN_00394 (pp) 272620.KPN_02676","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02676","0.265",,"0.873","0.515",,,"0.982","0.642"
"7752","","86.56646452","pp","272620.KPN_00394 (pp) 272620.KPN_02675","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02675","0.085",,"0.873","0.419",,,"0.944","0.267"
"7753","","181.93229167","pp","272620.KPN_00394 (pp) 272620.KPN_02674","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02674","0.081",,"0.873","0.419",,,"0.943","0.254"
"7754","","129.75507857","pp","272620.KPN_00394 (pp) 272620.KPN_02673","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02673","0.204",,"0.873","0.516",,,"0.961","0.297"
"7755","","95.24613783","pp","272620.KPN_00394 (pp) 272620.KPN_02672","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02672","0.176",,"0.873","0.418",,,"0.959","0.401"
"7756","","278.8635289","pp","272620.KPN_00394 (pp) 272620.KPN_02671","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02671","0.176",,"0.873","0.266",,,"0.961","0.547"
"7757","","131.37325667","pp","272620.KPN_00394 (pp) 272620.KPN_02670","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02670","0.175",,"0.873",,,,"0.896","0.087"
"7758","","112.13114845","pp","272620.KPN_00394 (pp) 272620.KPN_02669","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02669","0.176",,"0.873","0.2",,,"0.922","0.175"
"7759","","201.71384401","pp","272620.KPN_00394 (pp) 272620.KPN_02668","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02668","0.175",,"0.873","0.373",,,"0.94","0.188"
"7760","","97.90752183","pp","272620.KPN_00394 (pp) 272620.KPN_02667","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02667","0.877",,"0.873","0.418",,,"0.995","0.555"
"7761","","77.80744641","pp","272620.KPN_00394 (pp) 272620.KPN_04552","","false","pp","272620.KPN_00394 (pp) 272620.KPN_04552","0.268",,"0.9","0.128",,"0.06","0.942","0.181"
"7762","","551.13239272","pp","272620.KPN_00394 (pp) 272620.KPN_03952","","false","pp","272620.KPN_00394 (pp) 272620.KPN_03952",,,"0.664",,,"0.061","0.79","0.389"
"7763","","398.80681479","pp","272620.KPN_00394 (pp) 272620.KPN_03792","","false","pp","272620.KPN_00394 (pp) 272620.KPN_03792","0.103","0.159","0.9","0.345",,,"0.957","0.267"
"7764","","163.46454805","pp","272620.KPN_00394 (pp) 272620.KPN_02666","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02666","0.648",,"0.873","0.201",,"0.043","0.981","0.53"
"7765","","385.14346488","pp","272620.KPN_00394 (pp) 272620.KPN_03866","","false","pp","272620.KPN_00394 (pp) 272620.KPN_03866",,,"0.786",,,,"0.791","0.065"
"7766","","369.25596091","pp","272620.KPN_00394 (pp) 272620.KPN_03059","","false","pp","272620.KPN_00394 (pp) 272620.KPN_03059",,,"0.873",,,,"0.881","0.102"
"7767","","695.08091969","pp","272620.KPN_00394 (pp) 272620.KPN_03058","","false","pp","272620.KPN_00394 (pp) 272620.KPN_03058",,,"0.873",,,,"0.873",
"7768","","284.66923665","pp","272620.KPN_00394 (pp) 272620.KPN_03056","","false","pp","272620.KPN_00394 (pp) 272620.KPN_03056",,,"0.873",,,,"0.873",
"7769","","439.73981131","pp","272620.KPN_00394 (pp) 272620.KPN_02649","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02649",,,"0.965",,,,"0.967","0.09"
"7770","","203.03079122","pp","272620.KPN_00394 (pp) 272620.KPN_02648","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02648",,,"0.873",,,,"0.873",
"7771","","243.88070679","pp","272620.KPN_00394 (pp) 272620.KPN_02647","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02647","0.103",,"0.965","0.223",,,"0.975","0.096"
"7772","","556.38609479","pp","272620.KPN_00394 (pp) 272620.KPN_02899","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02899",,,"0.793",,,,"0.793",
"7773","","1257.10850154","pp","272620.KPN_00394 (pp) 272620.KPN_00732","","false","pp","272620.KPN_00394 (pp) 272620.KPN_00732","0.718",,,"0.126",,"0.083","0.84","0.374"
"7774","","74.6360835","pp","272620.KPN_00394 (pp) 272620.KPN_00731","","false","pp","272620.KPN_00394 (pp) 272620.KPN_00731","0.268",,"0.9","0.128",,"0.06","0.942","0.181"
"7775","","71.73002971","pp","272620.KPN_00394 (pp) 272620.KPN_00730","","false","pp","272620.KPN_00394 (pp) 272620.KPN_00730","0.271",,"0.9",,,"0.06","0.935","0.169"
"7776","","113.05143717","pp","272620.KPN_00394 (pp) 272620.KPN_00729","","false","pp","272620.KPN_00394 (pp) 272620.KPN_00729","0.764",,"0.873",,,,"0.973","0.175"
"7777","","1364.15417067","pp","272620.KPN_00394 (pp) 272620.KPN_02082","","false","pp","272620.KPN_00394 (pp) 272620.KPN_02082","0.11",,,"0.973",,"0.21","0.982","0.155"
"7778","","141.93460762","pp","272620.KPN_00394 (pp) 272620.KPN_00728","","false","pp","272620.KPN_00394 (pp) 272620.KPN_00728","0.762",,"0.965",,,,"0.995","0.427"
"7779","","668.85273688","pp","272620.KPN_00394 (pp) 272620.KPN_01041","","false","pp","272620.KPN_00394 (pp) 272620.KPN_01041",,,"0.9",,,"0.162","0.925","0.177"
"7780","","2196.0","pp","272620.KPN_01483 (pp) 272620.KPN_03442","","false","pp","272620.KPN_01483 (pp) 272620.KPN_03442","0.426","0.154",,,,,"0.862","0.739"
"7781","","2.0","pp","272620.KPN_00151 (pp) 272620.KPN_00152","","false","pp","272620.KPN_00151 (pp) 272620.KPN_00152",,"0.78","0.458","0.443",,"0.845","0.998","0.819"
"7782","","470.44492971","pp","272620.KPN_00393 (pp) 272620.KPN_02899","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02899",,,"0.785",,,,"0.785",
"7783","","129.70302538","pp","272620.KPN_00393 (pp) 272620.KPN_02678","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02678","0.177",,"0.873","0.2",,,"0.956","0.533"
"7784","","163.4903651","pp","272620.KPN_00393 (pp) 272620.KPN_02677","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02677","0.312",,"0.873","0.514",,,"0.967","0.312"
"7785","","230.56270535","pp","272620.KPN_00393 (pp) 272620.KPN_02676","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02676","0.217",,"0.873","0.418",,,"0.956","0.333"
"7786","","78.39165037","pp","272620.KPN_00393 (pp) 272620.KPN_02675","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02675","0.073",,"0.873","0.418",,,"0.943","0.265"
"7787","","172.80558927","pp","272620.KPN_00393 (pp) 272620.KPN_02674","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02674","0.35",,"0.873","0.418",,,"0.965","0.351"
"7788","","98.47826234","pp","272620.KPN_00393 (pp) 272620.KPN_02673","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02673","0.308",,"0.873","0.418",,,"0.954","0.206"
"7789","","108.63447273","pp","272620.KPN_00393 (pp) 272620.KPN_02672","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02672","0.887",,"0.873","0.418",,,"0.991","0.083"
"7790","","286.86124104","pp","272620.KPN_00393 (pp) 272620.KPN_02671","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02671","0.196",,"0.873","0.199",,"0.047","0.915","0.078"
"7791","","161.83297411","pp","272620.KPN_00393 (pp) 272620.KPN_02670","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02670","0.185",,"0.873",,,,"0.918","0.269"
"7792","","140.55884141","pp","272620.KPN_00393 (pp) 272620.KPN_02669","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02669","0.189",,"0.873","0.203",,,"0.915","0.089"
"7793","","2746.99645183","pp","272620.KPN_00393 (pp) 272620.KPN_04139","","false","pp","272620.KPN_00393 (pp) 272620.KPN_04139","0.723",,,,,,"0.806","0.327"
"7794","","216.29058483","pp","272620.KPN_00393 (pp) 272620.KPN_02668","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02668","0.2",,"0.873",,,,"0.918","0.261"
"7795","","95.03740135","pp","272620.KPN_00393 (pp) 272620.KPN_04552","","false","pp","272620.KPN_00393 (pp) 272620.KPN_04552","0.267",,"0.9",,,"0.059","0.934","0.156"
"7796","","475.70114729","pp","272620.KPN_00393 (pp) 272620.KPN_03952","","false","pp","272620.KPN_00393 (pp) 272620.KPN_03952",,,"0.907",,,"0.072","0.915","0.091"
"7797","","112.7947844","pp","272620.KPN_00393 (pp) 272620.KPN_02667","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02667","0.837",,"0.873","0.418",,,"0.994","0.536"
"7798","","356.50508313","pp","272620.KPN_00393 (pp) 272620.KPN_03866","","false","pp","272620.KPN_00393 (pp) 272620.KPN_03866",,,"0.786",,,,"0.787","0.047"
"7799","","151.42440133","pp","272620.KPN_00393 (pp) 272620.KPN_02666","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02666","0.749",,"0.873","0.415",,"0.045","0.991","0.575"
"7800","","412.88679849","pp","272620.KPN_00393 (pp) 272620.KPN_03792","","false","pp","272620.KPN_00393 (pp) 272620.KPN_03792",,"0.165","0.9","0.189",,,"0.931","0.1"
"7801","","616.89122917","pp","272620.KPN_00393 (pp) 272620.KPN_02649","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02649",,,"0.965",,,,"0.967","0.09"
"7802","","341.49169964","pp","272620.KPN_00393 (pp) 272620.KPN_02648","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02648",,,"0.873",,,,"0.873",
"7803","","395.74889545","pp","272620.KPN_00393 (pp) 272620.KPN_02647","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02647",,,"0.965",,,,"0.967","0.1"
"7804","","426.21861458","pp","272620.KPN_00393 (pp) 272620.KPN_03056","","false","pp","272620.KPN_00393 (pp) 272620.KPN_03056",,,"0.792",,,"0.042","0.792",
"7805","","2182.59248053","pp","272620.KPN_00393 (pp) 272620.KPN_02082","","false","pp","272620.KPN_00393 (pp) 272620.KPN_02082","0.146",,,"0.99",,"0.234","0.994","0.237"
"7806","","971.09924901","pp","272620.KPN_00393 (pp) 272620.KPN_00732","","false","pp","272620.KPN_00393 (pp) 272620.KPN_00732","0.793",,,,,"0.05","0.821","0.163"
"7807","","83.10938947","pp","272620.KPN_00393 (pp) 272620.KPN_00731","","false","pp","272620.KPN_00393 (pp) 272620.KPN_00731","0.267",,"0.9",,,"0.059","0.938","0.205"
"7808","","77.50600663","pp","272620.KPN_00393 (pp) 272620.KPN_00730","","false","pp","272620.KPN_00393 (pp) 272620.KPN_00730","0.268",,"0.9","0.1",,"0.059","0.942","0.215"
"7809","","128.39924627","pp","272620.KPN_00393 (pp) 272620.KPN_00729","","false","pp","272620.KPN_00393 (pp) 272620.KPN_00729","0.762",,"0.873",,,,"0.974","0.222"
"7810","","697.49642667","pp","272620.KPN_00393 (pp) 272620.KPN_01041","","false","pp","272620.KPN_00393 (pp) 272620.KPN_01041",,,"0.9","0.174",,"0.149","0.925","0.065"
"7811","","121.48549163","pp","272620.KPN_00393 (pp) 272620.KPN_00728","","false","pp","272620.KPN_00393 (pp) 272620.KPN_00728","0.784",,"0.965","0.117",,,"0.994","0.263"
"7812","","19.64019926","pp","272620.KPN_00393 (pp) 272620.KPN_00394","","false","pp","272620.KPN_00393 (pp) 272620.KPN_00394","0.999","0.783","0.873","0.858",,"0.796","0.999","0.727"
"7813","","2.0","pp","272620.KPN_04750 (pp) 272620.KPN_04751","","false","pp","272620.KPN_04750 (pp) 272620.KPN_04751","0.446","0.784",,,,"0.845","0.981","0.09"
"7814","","240.6679848","pp","272620.KPN_01005 (pp) 272620.KPN_03730","","false","pp","272620.KPN_01005 (pp) 272620.KPN_03730",,"0.645","0.873",,,"0.617","0.997","0.847"
"7815","","634.23318657","pp","272620.KPN_01005 (pp) 272620.KPN_03729","","false","pp","272620.KPN_01005 (pp) 272620.KPN_03729",,"0.486","0.665",,,"0.617","0.986","0.818"
"7816","","2099.68226376","pp","272620.KPN_01005 (pp) 272620.KPN_03118","","false","pp","272620.KPN_01005 (pp) 272620.KPN_03118",,,"0.873",,,,"0.873",
"7817","","1052.01644557","pp","272620.KPN_01005 (pp) 272620.KPN_03728","","false","pp","272620.KPN_01005 (pp) 272620.KPN_03728",,"0.177","0.658","0.415",,"0.617","0.976","0.684"
"7818","","693.31937006","pp","272620.KPN_01005 (pp) 272620.KPN_03836","","false","pp","272620.KPN_01005 (pp) 272620.KPN_03836","0.173","0.288",,,,"0.051","0.847","0.759"
"7819","","963.00705353","pp","272620.KPN_01005 (pp) 272620.KPN_03117","","false","pp","272620.KPN_01005 (pp) 272620.KPN_03117",,,"0.873",,,,"0.873",
"7820","","2380.22202889","pp","272620.KPN_01005 (pp) 272620.KPN_01141","","false","pp","272620.KPN_01005 (pp) 272620.KPN_01141",,,"0.873","0.415",,"0.083","0.986","0.818"
"7821","","842.01803762","pp","272620.KPN_01005 (pp) 272620.KPN_03112","","false","pp","272620.KPN_01005 (pp) 272620.KPN_03112",,,"0.873",,,"0.072","0.892","0.161"
"7822","","91.59173779","pp","272620.KPN_00399 (pp) 272620.KPN_04227","","false","pp","272620.KPN_00399 (pp) 272620.KPN_04227","0.47","0.192","0.647","0.16",,"0.114","0.984","0.883"
"7823","","307.90985514","pp","272620.KPN_00399 (pp) 272620.KPN_04533","","false","pp","272620.KPN_00399 (pp) 272620.KPN_04533","0.276","0.746",,"0.346",,"0.082","0.93","0.46"
"7824","","131.60290453","pp","272620.KPN_00399 (pp) 272620.KPN_04532","","false","pp","272620.KPN_00399 (pp) 272620.KPN_04532","0.176","0.545",,,,"0.08","0.941","0.849"
"7825","","454.11209746","pp","272620.KPN_00399 (pp) 272620.KPN_04105","","false","pp","272620.KPN_00399 (pp) 272620.KPN_04105",,"0.168",,,,"0.085","0.804","0.763"
"7826","","93.48348695","pp","272620.KPN_00399 (pp) 272620.KPN_04226","","false","pp","272620.KPN_00399 (pp) 272620.KPN_04226","0.293","0.295","0.647",,,"0.114","0.879","0.345"
"7827","","117.72713397","pp","272620.KPN_00399 (pp) 272620.KPN_03827","","false","pp","272620.KPN_00399 (pp) 272620.KPN_03827","0.176",,,,,"0.047","0.845","0.819"
"7828","","333.11694325","pp","272620.KPN_00399 (pp) 272620.KPN_03687","","false","pp","272620.KPN_00399 (pp) 272620.KPN_03687","0.161","0.564",,,,"0.483","0.805","0.09"
"7829","","263.34657761","pp","272620.KPN_00399 (pp) 272620.KPN_03589","","false","pp","272620.KPN_00399 (pp) 272620.KPN_03589","0.681",,,"0.452",,,"0.823","0.068"
"7830","","127.82927244","pp","272620.KPN_00399 (pp) 272620.KPN_02936","","false","pp","272620.KPN_00399 (pp) 272620.KPN_02936","0.4","0.203",,"0.145",,"0.046","0.962","0.917"
"7831","","424.08682201","pp","272620.KPN_00399 (pp) 272620.KPN_02893","","false","pp","272620.KPN_00399 (pp) 272620.KPN_02893","0.311","0.221",,,,"0.049","0.778","0.616"
"7832","","380.78948796","pp","272620.KPN_00399 (pp) 272620.KPN_00914","","false","pp","272620.KPN_00399 (pp) 272620.KPN_00914","0.211",,,,,,"0.895","0.872"
"7833","","109.78614606","pp","272620.KPN_00399 (pp) 272620.KPN_00455","","false","pp","272620.KPN_00399 (pp) 272620.KPN_00455","0.329",,,"0.294",,"0.063","0.924","0.848"
"7834","","52.85870827","pp","272620.KPN_00399 (pp) 272620.KPN_00400","","false","pp","272620.KPN_00399 (pp) 272620.KPN_00400","0.708","0.782","0.772","0.493",,"0.437","0.998","0.64"
"7835","","1546.06698391","pp","272620.KPN_01004 (pp) 272620.KPN_04478","","false","pp","272620.KPN_01004 (pp) 272620.KPN_04478",,,"0.873",,,,"0.887","0.147"
"7836","","195.38794154","pp","272620.KPN_01004 (pp) 272620.KPN_04047","","false","pp","272620.KPN_01004 (pp) 272620.KPN_04047",,,"0.873",,,,"0.873",
"7837","","521.67369535","pp","272620.KPN_01004 (pp) 272620.KPN_03212","","false","pp","272620.KPN_01004 (pp) 272620.KPN_03212",,,"0.873",,,,"0.873",
"7838","","351.55501212","pp","272620.KPN_00398 (pp) 272620.KPN_03727","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03727","0.736",,,,,"0.076","0.807","0.272"
"7839","","40.80615081","pp","272620.KPN_00398 (pp) 272620.KPN_03726","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03726","0.687","0.164",,"0.973",,"0.121","0.994","0.189"
"7840","","47.99387287","pp","272620.KPN_00398 (pp) 272620.KPN_03720","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03720","0.731",,,"0.415",,"0.05","0.857","0.159"
"7841","","42.24873865","pp","272620.KPN_00398 (pp) 272620.KPN_03719","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03719","0.816",,,"0.432",,"0.05","0.906","0.163"
"7842","","46.74339303","pp","272620.KPN_00398 (pp) 272620.KPN_03718","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03718","0.806","0.234",,"0.432",,"0.05","0.92","0.159"
"7843","","40.66117405","pp","272620.KPN_00398 (pp) 272620.KPN_03717","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03717","0.742",,,"0.504",,"0.05","0.888","0.189"
"7844","","85.04677887","pp","272620.KPN_00398 (pp) 272620.KPN_03716","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03716","0.796",,,"0.415",,"0.05","0.892","0.163"
"7845","","73.17144575","pp","272620.KPN_00398 (pp) 272620.KPN_03715","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03715","0.767",,,"0.415",,"0.05","0.877","0.159"
"7846","","30.28780712","pp","272620.KPN_00398 (pp) 272620.KPN_03714","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03714","0.762","0.223",,"0.415",,"0.05","0.907","0.231"
"7847","","63.50621632","pp","272620.KPN_00398 (pp) 272620.KPN_03713","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03713","0.746",,,"0.431",,"0.077","0.878","0.192"
"7848","","49.67776308","pp","272620.KPN_00398 (pp) 272620.KPN_03712","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03712","0.752",,,"0.415",,"0.05","0.869","0.163"
"7849","","42.18052072","pp","272620.KPN_00398 (pp) 272620.KPN_03711","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03711","0.682","0.174",,"0.508",,"0.067","0.863",
"7850","","65.09714513","pp","272620.KPN_00398 (pp) 272620.KPN_03707","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03707","0.67","0.166",,"0.415",,"0.05","0.856","0.203"
"7851","","49.65331983","pp","272620.KPN_00398 (pp) 272620.KPN_03706","","false","pp","272620.KPN_00398 (pp) 272620.KPN_03706","0.617",,,"0.415",,"0.067","0.773",
"7852","","77.74693822","pp","272620.KPN_00398 (pp) 272620.KPN_04597","","false","pp","272620.KPN_00398 (pp) 272620.KPN_04597","0.727",,,,,,"0.822","0.374"
"7853","","48.93304897","pp","272620.KPN_00398 (pp) 272620.KPN_04596","","false","pp","272620.KPN_00398 (pp) 272620.KPN_04596","0.804","0.166",,,,,"0.856","0.189"
"7854","","90.2763863","pp","272620.KPN_00398 (pp) 272620.KPN_04595","","false","pp","272620.KPN_00398 (pp) 272620.KPN_04595","0.811",,,,,,"0.811",
